"Est_IPW","Est_GLMM","Est_GEE","Est_GLM","Est_ML","Est_CPS_noB","SE_IPW","SE_GLMM","SE_GEE","SE_GLM","SE_ML","SE_CPS_noB"
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.133330915707236,0.130658618505858,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0127636235094108,0.0108537307550796
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.13157150498895,0.127897176518879,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0130818571610345,0.0111910070512084
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.130738048645935,0.126868273228662,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0129433678940574,0.0110158866339704
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.133613102054084,0.13809152588975,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0127136953771731,0.0105546652906397
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.132458196708701,0.133918410630445,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0130386142257143,0.0107997444136205
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.133698634845544,0.138254486362585,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0128200674748602,0.0109577170091698
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.132940056895147,0.12979035038329,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0127594288845436,0.0110304969504321
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.131336386178577,0.130857345527088,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0127980010308537,0.0107732569353807
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.133622249611434,0.136324613879787,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0127646490143511,0.0110001066784406
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.132320518023953,0.141465875276598,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0127823290324567,0.011089034462807
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.131495507127105,0.130292588018659,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0128654551360478,0.0110511878686445
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.132553743158305,0.126422168331397,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0128096425218736,0.0111826242476964
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.131933853171713,0.12974977275831,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0127526702883024,0.011090021045394
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.12907650931944,0.128402604327053,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0129466434025338,0.0108283229875079
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.130799496111034,0.136219187333652,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0129530816347955,0.0107541249828406
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.131669219209076,0.137390943105714,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0126890629406414,0.0109816683506723
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.129437605075753,0.13213992608958,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0133600214206449,0.0111608831410002
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.133866559474755,0.126634727394438,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0128719905886077,0.0109933837564394
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.131778181105499,0.136877105535822,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0130438307315044,0.0112098472399695
0.123106842217762,0.1308663471229,0.130812779480275,0.130723223698925,0.133084302169116,0.130874524339747,0.0255125658730737,0.0129827961133056,0.0129781629803953,0.0130296874611137,0.0127242797246909,0.010842370060742
