"Est_GLMM_1","Est_GLMM_2","Est_GLMM_3","Est_GLMM_4","Est_GEE_1","Est_GEE_2","Est_GEE_3","Est_GEE_4","Est_RBoost_1","Est_RBoost_2","Est_RBoost_3","Est_RBoost_4","Est_RLasso_1","Est_RLasso_2","Est_RLasso_3","Est_RLasso_4","Est_UBoost_1","Est_UBoost_2","Est_UBoost_3","Est_UBoost_4","Est_ULasso_1","Est_ULasso_2","Est_ULasso_3","Est_ULasso_4","Est_GRF_1","Est_GRF_2","Est_GRF_3","Est_GRF_4","SE_GLMM_1","SE_GLMM_2","SE_GLMM_3","SE_GLMM_4","SE_GEE_1","SE_GEE_2","SE_GEE_3","SE_GEE_4","SE_RBoost_1","SE_RBoost_2","SE_RBoost_3","SE_RBoost_4","SE_RLasso_1","SE_RLasso_2","SE_RLasso_3","SE_RLasso_4","SE_UBoost_1","SE_UBoost_2","SE_UBoost_3","SE_UBoost_4","SE_ULasso_1","SE_ULasso_2","SE_ULasso_3","SE_ULasso_4","SE_GRF_1","SE_GRF_2","SE_GRF_3","SE_GRF_4","COVER_GLMM_1","COVER_GLMM_2","COVER_GLMM_3","COVER_GLMM_4","COVER_GEE_1","COVER_GEE_2","COVER_GEE_3","COVER_GEE_4","COVER_RBoost_1","COVER_RBoost_2","COVER_RBoost_3","COVER_RBoost_4","COVER_RLasso_1","COVER_RLasso_2","COVER_RLasso_3","COVER_RLasso_4","COVER_UBoost_1","COVER_UBoost_2","COVER_UBoost_3","COVER_UBoost_4","COVER_ULasso_1","COVER_ULasso_2","COVER_ULasso_3","COVER_ULasso_4","COVER_GRF_1","COVER_GRF_2","COVER_GRF_3","COVER_GRF_4"
3.9884363555395,4.14175718456419,0,0,3.98844154636722,4.14175168507772,0,0,4.00778508448392,4.1067084798176,0,0,3.87481398510784,4.04175548942567,0,0,3.98691264534256,4.10230497203777,0,0,3.88900344990261,4.04840500264273,0,0,4.00122336523106,4.13151027309377,0,0,0.0639103336625586,0.0819770298497269,0,0,0.0639102620761203,0.0819768389491381,0,0,0.0571871790296061,0.0754472618816473,0,0,0.0880003161820225,0.0972612625100071,0,0,0.0578707292098287,0.0759529389026679,0,0,0.0932028614983802,0.0987588439625182,0,0,0.0694158809429947,0.0850170713430745,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
