"N","sV","Data.Seed","SS.Seed","Eff_Est_IPS","Eff_Est_CPS_G","SE_Est_IPS","SE_Est_CPS_G","Cover_Est_IPS","Cover_Est_CPS_G"
500,0,1,1,4.04047915094666,4.05469007108988,0.0731942017324563,0.0671433416402304,1,1
500,0,1,2,4.01941345777038,4.00538612353762,0.0737485853369779,0.0703000577985455,1,1
500,0,1,3,4.04746677526626,4.02765771686334,0.069283265910968,0.0664365420115152,1,1
500,0,1,4,4.04991386315414,4.0381557740874,0.0703017603139784,0.0674946121891927,1,1
500,0,1,5,4.04390991882891,4.04213984931608,0.0702209421083208,0.0663902286422029,1,1
500,0,1,6,4.021367323996,4.0208041847809,0.0732098163504859,0.067382364926635,1,1
500,0,2,1,3.97054204029596,3.99215658115303,0.0660634388449065,0.0658221175180377,1,1
500,0,2,2,3.98546511621977,3.9985379087797,0.0784106671463605,0.0690234702230216,1,1
500,0,2,3,3.96945371944585,3.99923040542327,0.0664755854237159,0.0634127518690963,1,1
500,0,2,4,4.01273184743641,4.02733679246486,0.0729989345166986,0.0676699470690026,1,1
500,0,2,5,4.00564143431722,4.01216779849146,0.0676210677866219,0.0640478958413386,1,1
500,0,2,6,4.00193933168888,4.00965151440599,0.0693328856234124,0.0670048423128801,1,1
500,0,3,1,4.10168136445863,4.08967186913745,0.0671706016883205,0.0632434508399977,1,1
500,0,3,2,4.12679387545201,4.1048298394387,0.0694833284674168,0.065083989534516,1,1
500,0,3,3,4.09688282109975,4.07350684233176,0.0673172445765445,0.0601000519121383,1,1
500,0,3,4,4.0732549759694,4.06698139482769,0.0677495916608168,0.0627405845438899,1,1
500,0,3,5,4.09339753660463,4.09454723665651,0.0691193678297916,0.067270479835175,1,1
500,0,3,6,4.09927805789706,4.08517654586038,0.0663580027179113,0.0608611106840877,1,1
500,0,4,1,3.9519744271533,3.95566877761353,0.065675456948445,0.0623302510626846,1,1
500,0,4,2,3.9030447089295,3.93080836011095,0.0669270834791369,0.0619240029262021,1,1
500,0,4,3,3.94936670343144,3.94254036892209,0.0665266414825123,0.0620331495764507,1,1
500,0,4,4,3.90275749113285,3.92701067764568,0.0644901096441601,0.0612620974709675,1,1
500,0,4,5,3.9173725361148,3.94082437598013,0.0659895123536215,0.0615222873734058,1,1
500,0,4,6,3.95037603310902,3.97693483665921,0.0685781163936173,0.0619409483898927,1,1
500,0,5,1,4.01857980062352,4.01472078148398,0.0709572972266781,0.0642411719457945,1,1
500,0,5,2,4.05026442782278,4.03729601597659,0.0740826046093139,0.0645896165758701,1,1
500,0,5,3,4.03464367743307,4.04645023057376,0.0689380908673404,0.0628286292715952,1,1
500,0,5,4,4.01559659472317,4.00744764597511,0.0672756672924555,0.0618962963089867,1,1
500,0,5,5,4.09923400688294,4.05473527227567,0.0772482672018882,0.0640263377270992,1,1
500,0,5,6,4.03267494354773,4.01754005390073,0.069181641095786,0.0634559520007513,1,1
500,0,6,1,4.04250959488556,4.08276794143895,0.0646649206491158,0.0616297641036709,1,1
500,0,6,2,4.03777795982077,4.0784396060164,0.0642236217585887,0.0606134723775173,1,1
500,0,6,3,4.05559769749978,4.08425523647456,0.0645273427300933,0.0604295993165348,1,1
500,0,6,4,4.03877980488321,4.07535199774403,0.0631909914373603,0.058689051455632,1,1
500,0,6,5,4.04007796935881,4.06210367979954,0.0617390399641944,0.0588792698260645,1,1
500,0,6,6,4.0595926328525,4.09664294877757,0.065743591570954,0.06058916572091,1,1
500,0,7,1,4.06497543474412,4.05429144927305,0.0706180927270024,0.0652175883694987,1,1
500,0,7,2,4.04806128218091,4.0435851418137,0.0681472807568932,0.0650521441627178,1,1
500,0,7,3,4.00714535286621,4.03029488216114,0.0694205747537671,0.0648722759395719,1,1
500,0,7,4,4.07640112958512,4.06493068542004,0.0717276817031079,0.0655043599018867,1,1
500,0,7,5,4.08551101459202,4.07877677610027,0.0707704798397287,0.0660708269522909,1,1
500,0,7,6,4.03047799861158,4.03659558559577,0.0708534914994711,0.0629796385091831,1,1
500,0,8,1,3.96408833589657,3.99534080177706,0.0698808465376562,0.0639448849613768,1,1
500,0,8,2,3.99017701478717,3.97128395262243,0.0691583334709622,0.0608267369974582,1,1
500,0,8,3,3.94741505176782,3.96591119546664,0.067641656646499,0.06034721112462,1,1
500,0,8,4,4.01498621928856,3.98859172008013,0.0698650840394408,0.0624560862598612,1,1
500,0,8,5,3.98043513401903,3.98202046119498,0.0656004162619239,0.059004890812893,1,1
