"TITER","sV","sU","M1_CY_Plug","M1_CY_Ours","M2_CY_Plug","M2_CY_Ours","OR_ICC","PS_ICC"
100,0.2,0.6,400.147468853768,400.013200423768,1601.50229859191,1600.38647405452,0.260160539939937,0.0596166361485163
100,0.3,0.6,399.769037993428,399.453107539304,1598.61898174434,1596.0267167095,0.262804601459638,0.0663039515945878
100,0.4,0.6,399.288550876774,399.207009057855,1594.76840997275,1594.11101827473,0.264817176394716,0.0734665294173895
100,0.5,0.6,400.134595850602,400.052563784529,1601.50480927478,1600.79073119193,0.26686344484343,0.0862863118945669
100,0.6,0.6,398.591511147964,399.03451777738,1589.22806351753,1592.73718804296,0.267505123209322,0.0994954667721186
100,0.7,0.6,399.823161452222,399.772045836811,1598.96519844539,1598.51106891362,0.260609028439881,0.118611140064146
100,0.8,0.6,400.338727600802,400.428604753807,1603.11698020865,1603.80263524143,0.264330514892469,0.136676613862708
100,0.9,0.6,399.472291367514,399.745860655874,1596.10039238957,1598.26987913633,0.262081457720333,0.156192915895321
100,1,0.6,399.92671244746,399.883339130251,1599.80753978172,1599.43969545059,0.267417163827291,0.173508224750101
100,1.1,0.6,399.219002612872,399.507805163735,1594.16664661051,1596.4854598229,0.265163880106091,0.190782484113771
100,1.2,0.6,400.168473927843,399.991806132088,1601.83417594669,1600.3684505774,0.267067368460876,0.213566809996541
100,1.3,0.6,400.11861298305,400.528724916319,1601.44118308899,1604.69530543557,0.265734172392873,0.231440255158012
100,1.4,0.6,399.220848319996,399.139972291313,1594.1957678197,1593.49450683771,0.263580588444438,0.250842230035648
100,1.5,0.6,400.00494778007,400.037837069019,1600.49138204138,1600.6697352125,0.267496266466622,0.272537768717527
100,1.6,0.6,400.618331822443,400.337336342439,1605.46452836821,1603.20046186108,0.261910300519799,0.295392192128573
100,1.7,0.6,399.310663664814,399.41460301921,1594.96453103009,1595.71774081129,0.267063879293503,0.310643828211637
100,1.8,0.6,400.116701681496,399.688147877625,1601.43792720922,1597.99639305668,0.266884783111335,0.329986408070028
100,1.9,0.6,401.342841153072,400.736188001556,1611.26024565991,1606.44872072191,0.269344630723283,0.347421334536824
100,2,0.6,400.256833557638,400.759087935783,1602.47862557536,1606.48563083243,0.26567235332965,0.364905640099225
100,0,0.7,399.182401917471,399.273651958181,1593.84945417272,1594.5678559363,0.329296499397915,0.0503464902060428
100,0.1,0.7,400.523941048713,400.759518501165,1604.71963264943,1606.52209641662,0.327074961087725,0.0531358952695011
100,0.2,0.7,401.79890364033,401.637307008054,1614.87043347849,1613.49168515784,0.328894855891927,0.0575714141272225
100,0.3,0.7,400.900346137081,401.163518653062,1607.6083246262,1609.65946095452,0.328761401640036,0.0637458081244783
100,0.4,0.7,400.144259181741,399.800358121505,1601.67117551043,1598.85367193831,0.33005647973202,0.0748654697904919
100,0.5,0.7,400.258148514966,399.936319489225,1602.45514933604,1599.80909859526,0.329469010463955,0.0889471135036537
100,0.6,0.7,400.585332022968,400.26635299545,1605.14671670525,1602.54748754072,0.329133343648547,0.102164876249265
100,0.7,0.7,399.821557938111,399.753790794297,1598.95249779115,1598.34161423431,0.330923696407772,0.120683189329229
100,0.8,0.7,401.36932563428,400.670203925141,1611.41456587714,1605.71470742185,0.327553458987518,0.135772833659498
100,0.9,0.7,398.845366768985,398.726932005398,1591.18798780797,1590.12849654512,0.32640240650683,0.15331588660885
100,1,0.7,399.475690425505,399.76686034438,1596.21965415809,1598.47811041889,0.328387666680335,0.172794352592082
100,1.1,0.7,400.468520012135,400.683907041364,1604.17426578105,1605.85230225482,0.326366569480072,0.197958926725515
100,1.2,0.7,400.703962378493,400.622676939934,1606.00286577307,1605.39331623677,0.328622871887529,0.214369494644263
100,1.3,0.7,398.842228829981,399.205796717433,1591.19231342682,1594.02428076979,0.326482542953051,0.231314136874267
100,1.4,0.7,400.824182574567,401.127149088368,1607.07665998138,1609.44331364922,0.328757449979759,0.252496138114199
100,1.5,0.7,400.627768475242,400.477983748686,1605.5565734655,1604.23863148928,0.325939449169176,0.273610471226274
100,1.6,0.7,399.490245385652,399.844101863345,1596.47234276505,1599.17875596175,0.329606779725243,0.29183422526965
100,1.7,0.7,400.57551117872,400.625747394648,1605.24368186667,1605.55534051167,0.323720673225981,0.30820229315096
100,1.8,0.7,399.461040600715,399.693615368653,1596.19726803889,1597.99573609413,0.32740847063487,0.328135713871227
100,1.9,0.7,399.4696071797,399.438070542695,1596.38724948384,1596.05248871581,0.329573359649901,0.345373122967486
100,2,0.7,401.06361414333,400.484891554029,1609.07238970831,1604.33609508369,0.32469099611025,0.362323166413559
100,0,0.8,399.211395930988,399.018802060399,1594.30216262225,1592.6246816898,0.387354039819959,0.054022394997351
100,0.1,0.8,400.64297685313,400.439117571613,1605.60135657168,1603.93382632016,0.389880033191819,0.0519062706967364
100,0.2,0.8,399.761945355804,399.935784292444,1598.63433846875,1599.93378472322,0.388448545402711,0.0587738032930155
100,0.3,0.8,399.77981703815,400.044734130796,1598.84462970868,1600.8295194723,0.391601427246855,0.0682471588276242
100,0.4,0.8,398.80409810193,399.03516787618,1590.90197167819,1592.66274592246,0.391243834095903,0.0785370743233951
100,0.5,0.8,398.772908229236,398.840102287902,1590.66742062028,1591.12022457059,0.383326535989673,0.0903114587631488
100,0.6,0.8,399.468793867112,399.52334725382,1596.2255644927,1596.55361841401,0.389017295988949,0.0990653973718775
100,0.7,0.8,401.703420825404,401.042030199835,1614.21229845676,1608.79128347854,0.395496052463324,0.120013297897522
100,0.8,0.8,399.769630109184,399.750406255422,1598.60404012436,1598.37793569498,0.391015388736265,0.136931143873685
100,0.9,0.8,398.930153526623,399.385647380196,1592.00332058938,1595.44301010639,0.389823565175647,0.153397992353929
100,1,0.8,399.909363068917,399.776863459503,1599.85414561676,1598.66341078113,0.390635897031935,0.17285478620987
100,1.1,0.8,400.710780239092,399.829604315734,1606.13893232429,1598.99131140919,0.394059200963855,0.1939959393256
100,1.2,0.8,398.840426645391,398.90734467642,1591.35484490829,1591.75239484783,0.392310987924653,0.212622086959224
100,1.3,0.8,399.52528949932,399.583431887864,1596.8147317166,1597.14897290286,0.388729238544199,0.232515343020089
100,1.4,0.8,398.6020791185,398.989969186523,1589.36399365238,1592.38490417667,0.38685275845308,0.251154146975674
100,1.5,0.8,400.116979801985,400.494556987927,1601.48593054829,1604.41199522539,0.385605689704539,0.272559968780045
100,1.6,0.8,399.726833088481,400.164386860818,1598.33513610779,1601.77320114426,0.386837747260441,0.293419297947008
100,1.7,0.8,398.723278976782,399.267525481651,1590.36342561961,1594.61377484477,0.387447662758919,0.309448998768173
100,1.8,0.8,400.116051588996,400.464823717941,1601.53787100321,1604.2277639063,0.391142359053739,0.329933144206506
100,1.9,0.8,400.73610781731,401.292566266131,1606.52316207556,1610.82212211604,0.392027227858582,0.347589946132064
100,2,0.8,398.851009223231,399.132015281383,1591.37261311247,1593.57194920277,0.389602957088405,0.362375253817289
100,0,0.9,400.226451782765,400.269908987318,1602.30937805958,1602.52027175227,0.445882288417057,0.0495950717960196
100,0.1,0.9,399.10003551009,399.387774182531,1593.26614484929,1595.45512832547,0.443936753870236,0.0564927361163182
100,0.2,0.9,400.984830312685,401.290262868537,1608.4516805804,1610.77187264285,0.447236556859431,0.0571650062664685
100,0.3,0.9,400.324391065402,400.278329898034,1602.97116455739,1602.53797771768,0.451245743373934,0.066035242077617
100,0.4,0.9,400.636871549176,400.26166409802,1605.64666498091,1602.48742115968,0.447598974978783,0.0767691675853572
100,0.5,0.9,399.491830387437,400.033232401852,1596.32190729739,1600.53280874621,0.440311384631088,0.0857293873985635
100,0.6,0.9,400.058508227706,399.642861673217,1600.99509496541,1597.50450782956,0.448136438590267,0.103130368944762
100,0.7,0.9,399.732715885503,399.761634956792,1598.46148679203,1598.48704414743,0.442758121258054,0.118468723222128
100,0.8,0.9,399.753368574818,400.303179938918,1598.54642868417,1602.80663349061,0.450816343238892,0.138469700436123
100,0.9,0.9,399.325059038821,399.136336890255,1595.14753880268,1593.52492711876,0.447454975284664,0.157153557029813
100,1,0.9,400.408753795,400.121714048293,1603.80984688216,1601.31034556601,0.445812771221289,0.177842585348601
100,1.1,0.9,399.414068952293,399.913259410311,1595.78139092004,1599.71199314785,0.448513362685935,0.191462148267489
100,1.2,0.9,400.514068848397,400.043184130353,1604.6209701365,1600.66679761785,0.446472723956357,0.214193620376078
100,1.3,0.9,400.879449205611,400.110264825891,1607.57318137926,1601.27544604834,0.447841216719418,0.238316227369481
100,1.4,0.9,401.025096165967,400.076170592876,1608.87775781183,1601.08498334174,0.44528562153157,0.253275330159879
100,1.5,0.9,401.601140312093,401.161610441931,1613.45163291973,1609.75443312104,0.44400274098939,0.27457160310009
100,1.6,0.9,399.998400735101,400.345693507544,1600.71015527116,1603.23563990742,0.44986934649454,0.28994752267077
100,1.7,0.9,399.50138575314,399.574555931983,1596.69890227064,1597.07100168185,0.445966735727515,0.312896425422175
100,1.8,0.9,399.643919454494,400.15831113409,1597.86581809823,1601.80352100615,0.446768611227797,0.330649422922477
100,1.9,0.9,400.407999593018,399.809770670769,1603.99820329762,1599.09838606273,0.447386558990337,0.346486164835939
100,2,0.9,399.633116946988,399.776524302726,1597.70200600591,1598.73326399044,0.446106722866293,0.365559534610582
100,0,1,399.311635302785,399.450422145913,1594.93529836453,1595.96698231974,0.500309583737108,0.0526363776205237
100,0.1,1,400.637033967734,399.974916842683,1605.58043199612,1600.20044477431,0.499618239790033,0.0507972845685142
100,0.2,1,399.673022909915,399.487172322747,1597.98302095173,1596.23581612406,0.49928623481233,0.0578471483540274
100,0.3,1,399.850967474159,399.79921078439,1599.39694861683,1598.78377854046,0.495606356791481,0.0640870905009523
100,0.4,1,400.571559578256,400.953423632903,1605.21833771574,1608.05858417156,0.500169718978158,0.0762169354086895
100,0.5,1,401.153430107755,400.336669190332,1609.84367099255,1603.06110814816,0.499638866462637,0.085257320005397
100,0.6,1,398.944177577816,398.506354098841,1592.27855207751,1588.49467028871,0.500119595117723,0.102275895879136
100,0.7,1,399.445102738217,399.173256614276,1596.15051866666,1593.82531186694,0.496635492985606,0.116469799038086
100,0.8,1,399.573985060067,400.273696798193,1597.18731537327,1602.66285058377,0.499197789267565,0.134649607267392
100,0.9,1,400.608140279744,400.375000555638,1605.48870332862,1603.43326016122,0.496550773145123,0.152606110983272
100,1,1,401.076912948602,400.947867783243,1609.17715112839,1607.98469819258,0.495921460842219,0.17354177900052
100,1.1,1,400.458555922994,399.923680423385,1604.26767755027,1599.87201865197,0.49906277682597,0.191322558121114
100,1.2,1,400.327087165213,400.229619856761,1603.19749380764,1602.25959024686,0.499823923404049,0.212495944691907
100,1.3,1,400.333349745954,399.81510033444,1603.38514770698,1598.95394147617,0.500936530662425,0.2371040122397
100,1.4,1,399.221046838178,399.831140931079,1594.40193304609,1599.12504900963,0.499596564924594,0.253688338105647
100,1.5,1,401.665982337669,400.727090184972,1614.12107803038,1606.24741565613,0.49903935975305,0.275510488236468
100,1.6,1,400.274196642422,399.648866245874,1602.80303067199,1597.69848414054,0.502331660965538,0.290403976574373
100,1.7,1,400.745606458544,401.03207160146,1606.64285057533,1608.69768615166,0.498274266841461,0.311392821844962
100,1.8,1,400.787003217778,400.57860589537,1606.85322865343,1605.02860375754,0.498291981143408,0.328086435049173
100,1.9,1,399.871063164295,400.238457933029,1599.8992179587,1602.45692026598,0.502557062012974,0.349446947228941
100,2,1,400.235284806571,400.153081761652,1602.77596271668,1601.74802977309,0.497530835202365,0.365238059697142
100,0,1.1,399.715829714673,400.107262929889,1598.47398788783,1601.36460946652,0.542605268099709,0.0513389191674179
100,0.1,1.1,400.502988152153,401.276065927065,1604.5544068148,1610.56298685511,0.552229624263281,0.0505112830426951
100,0.2,1.1,398.071488874798,398.796662053962,1585.25001162787,1590.81350913598,0.548619417182945,0.0571661520338696
100,0.3,1.1,401.119372178527,400.397164103811,1609.56936476166,1603.62996031098,0.547087910319234,0.0665882560505558
100,0.4,1.1,399.305522054813,400.482720747436,1595.10213760347,1604.31329985444,0.551173616590546,0.0779262084947517
100,0.5,1.1,399.167908093997,399.549803701689,1593.9620361741,1596.77861585599,0.546631812720783,0.0906451282668207
100,0.6,1.1,401.142610726421,400.645458134118,1609.68622119306,1605.4924687891,0.544757233288796,0.101868037549302
100,0.7,1.1,399.539126210698,399.521532219555,1596.86296617184,1596.58030433292,0.544075171057101,0.121206036804673
100,0.8,1.1,400.084984527294,399.436828539493,1601.37746783343,1595.89175047361,0.546066410147313,0.135639915572247
100,0.9,1.1,401.022575459395,401.069502545782,1608.90031506601,1608.98575289761,0.550169951416358,0.152777381810217
100,1,1.1,397.583765997917,398.295734345096,1581.39686159591,1586.80699389712,0.546505800497629,0.174327418613508
100,1.1,1.1,399.011926473763,399.05215228621,1592.71503812603,1592.86341390008,0.545840249916551,0.197547559791704
100,1.2,1.1,398.693699573039,399.297064346842,1590.3942269087,1594.86390533029,0.544358622912297,0.211988135435147
100,1.3,1.1,400.147295621194,399.640011175488,1602.03358089606,1597.58428139066,0.547476566368478,0.238999116280088
100,1.4,1.1,399.320870173182,400.910649285832,1595.36136472536,1607.72801937873,0.543878651937729,0.253575492583125
