"Cluster.ID","Ind.ID","BATCH","IPS"
1,1,242,0.854610471876941
1,2,242,0.821872318891361
1,3,242,0.836601691932302
1,4,242,0.795639725900063
1,5,242,0.848721365316603
1,6,242,0.83131368254984
1,7,242,0.723669407783389
1,8,242,0.881186730912593
1,9,242,0.656402489167729
1,10,242,0.82456459528254
1,11,242,0.795997131404465
1,12,242,0.858739715473314
1,13,242,0.725951516891325
1,14,242,0.840719798663543
2,15,242,0.626384347945684
2,16,242,0.784689564513321
2,17,242,0.401812887035764
2,18,242,0.632075843130673
2,19,242,0.760737071107814
2,20,242,0.718136590524793
2,21,242,0.62006002753867
2,22,242,0.653357095457345
2,23,242,0.333636521306911
2,24,242,0.704311188490043
2,25,242,0.581082732183887
2,26,242,0.606956211664034
2,27,242,0.724017093846104
2,28,242,0.377712419700793
2,29,242,0.654828840224849
2,30,242,0.69772235940025
2,31,242,0.714025663701252
2,32,242,0.656390418449161
2,33,242,0.701445052283719
2,34,242,0.343298376674572
2,35,242,0.759270453022114
2,36,242,0.648743917401426
3,37,242,0.534228417915873
3,38,242,0.55067193014783
3,39,242,0.486104979121556
3,40,242,0.623706934005923
3,41,242,0.598207660156488
3,42,242,0.329201487662086
3,43,242,0.634663440044573
3,44,242,0.646810287503055
3,45,242,0.633178186628225
3,46,242,0.433019432633946
3,47,242,0.259430351315718
3,48,242,0.586173413030063
3,49,242,0.25320844027337
3,50,242,0.592043844062318
3,51,242,0.656286524188356
3,52,242,0.421865086189489
3,53,242,0.565486043168466
3,54,242,0.28317708867947
3,55,242,0.663001154558217
3,56,242,0.72896750534182
3,57,242,0.776844400879426
3,58,242,0.632416313519077
4,59,242,0.545231646637559
4,60,242,0.79331327019944
4,61,242,0.246445382978715
4,62,242,0.705163938099865
4,63,242,0.684671990006454
4,64,242,0.317441907271162
4,65,242,0.342342812629918
4,66,242,0.659436913062291
4,67,242,0.692965577500323
4,68,242,0.547374861776404
4,69,242,0.770234218956967
4,70,242,0.378877257265445
4,71,242,0.68434986593406
4,72,242,0.436283724589298
4,73,242,0.724661186727507
4,74,242,0.312135375747971
4,75,242,0.356176557353661
4,76,242,0.342249928643285
4,77,242,0.685164418863664
4,78,242,0.632993493921796
4,79,242,0.362888469428308
4,80,242,0.626982331618663
4,81,242,0.65600263780267
4,82,242,0.640001558992356
5,83,242,0.8523056033215
5,84,242,0.898616396036579
5,85,242,0.134219737643192
5,86,242,0.856763878688684
5,87,242,0.246966118235981
5,88,242,0.864567630824932
5,89,242,0.251753030477357
5,90,242,0.863368489374297
5,91,242,0.759761496299496
5,92,242,0.84328887246906
5,93,242,0.735718306633369
5,94,242,0.830118820287783
5,95,242,0.902112315851376
5,96,242,0.783202809916947
5,97,242,0.741573449720373
5,98,242,0.226676810188328
5,99,242,0.897826640894383
5,100,242,0.881997347232255
5,101,242,0.835410314003258
5,102,242,0.89541123894684
5,103,242,0.86271416329331
5,104,242,0.867239092055471
5,105,242,0.838112988049622
5,106,242,0.769506390288877
6,107,242,0.56220558724918
6,108,242,0.630458323871859
6,109,242,0.789930154935182
6,110,242,0.393221172948512
6,111,242,0.401639416399127
6,112,242,0.626038505507652
6,113,242,0.632701588203274
6,114,242,0.656990349355695
6,115,242,0.586932594734762
6,116,242,0.769179533304437
6,117,242,0.779398068783145
6,118,242,0.695570538984993
6,119,242,0.374019980939404
6,120,242,0.626198771527869
6,121,242,0.624620856722009
6,122,242,0.377125437513894
6,123,242,0.860388338171642
6,124,242,0.352262871084892
6,125,242,0.5973013383379
6,126,242,0.762665904193708
7,127,242,0.584391921528372
7,128,242,0.709392362413325
7,129,242,0.263327678908716
7,130,242,0.684711818844462
7,131,242,0.688169722196597
7,132,242,0.607735431761456
7,133,242,0.356846015642131
7,134,242,0.664886812811963
7,135,242,0.610361468408274
7,136,242,0.687743892919448
7,137,242,0.619037938424537
7,138,242,0.607198355815727
7,139,242,0.693641364705135
7,140,242,0.793667972183313
7,141,242,0.643704536283619
7,142,242,0.799276321947978
7,143,242,0.827787873596821
7,144,242,0.317122268978781
7,145,242,0.363769381361652
7,146,242,0.663412821064487
7,147,242,0.792202322395732
7,148,242,0.737824742751859
8,149,242,0.721309859399503
8,150,242,0.269185802701233
8,151,242,0.611165265367581
8,152,242,0.166365295250407
8,153,242,0.730839292182321
8,154,242,0.303508933705262
8,155,242,0.681992098971828
8,156,242,0.279946901789983
8,157,242,0.712085575568624
8,158,242,0.304151063617316
8,159,242,0.71640677621942
8,160,242,0.679540699156975
8,161,242,0.264103858080556
8,162,242,0.764648421989272
8,163,242,0.729488323985861
8,164,242,0.6369898935651
8,165,242,0.747381116168075
8,166,242,0.73534073682399
8,167,242,0.27995717378114
8,168,242,0.569807560539646
8,169,242,0.259870818563258
8,170,242,0.770614780509181
