"Cluster.ID","Ind.ID","BATCH","IPS"
1,1,266,0.908252073167364
1,2,266,0.893610137323453
1,3,266,0.904009787361705
1,4,266,0.818152843781098
1,5,266,0.92166790189906
1,6,266,0.8881156993204
1,7,266,0.784152644040018
1,8,266,0.910751921348248
1,9,266,0.668526134931775
1,10,266,0.884755867562646
1,11,266,0.844249726579742
1,12,266,0.898421013338258
1,13,266,0.797024314288082
1,14,266,0.895187211204799
2,15,266,0.553172242227863
2,16,266,0.791196620448841
2,17,266,0.485016794000266
2,18,266,0.647248054628145
2,19,266,0.765124876953714
2,20,266,0.718658647238819
2,21,266,0.625664298952531
2,22,266,0.698368492982054
2,23,266,0.368090818277836
2,24,266,0.687258748502615
2,25,266,0.617391961733046
2,26,266,0.616931793326216
2,27,266,0.708125097953508
2,28,266,0.350525425668632
2,29,266,0.605831016029052
2,30,266,0.698846109810644
2,31,266,0.770021494961132
2,32,266,0.64781469414777
2,33,266,0.68195506717175
2,34,266,0.335427825948138
2,35,266,0.753784421920484
2,36,266,0.620533174965237
3,37,266,0.547527077447961
3,38,266,0.56188328896778
3,39,266,0.445287172974288
3,40,266,0.712820901987459
3,41,266,0.601597159955641
3,42,266,0.339133030137868
3,43,266,0.626701012188936
3,44,266,0.650286310431688
3,45,266,0.648358979363051
3,46,266,0.402416874948275
3,47,266,0.242513981644668
3,48,266,0.589095632633727
3,49,266,0.319794011862544
3,50,266,0.598376263965091
3,51,266,0.67154256120157
3,52,266,0.426329354140652
3,53,266,0.583508286543712
3,54,266,0.251170515316325
3,55,266,0.678403384012975
3,56,266,0.640470417791742
3,57,266,0.733251451281061
3,58,266,0.619915779933344
4,59,266,0.628103721115008
4,60,266,0.820809365862408
4,61,266,0.229633582082533
4,62,266,0.706649299343587
4,63,266,0.653826285875929
4,64,266,0.316897214481077
4,65,266,0.329185008920163
4,66,266,0.725449690758829
4,67,266,0.698005206750141
4,68,266,0.685393690659039
4,69,266,0.753829147694701
4,70,266,0.376923825742609
4,71,266,0.6545615957408
4,72,266,0.334998948647053
4,73,266,0.712135280650792
4,74,266,0.343903985565454
4,75,266,0.373066418958188
4,76,266,0.292849477896859
4,77,266,0.690158863694342
4,78,266,0.67518050068524
4,79,266,0.282808737291565
4,80,266,0.583692972972339
4,81,266,0.715326503032935
4,82,266,0.717693587910868
5,83,266,0.855365486951234
5,84,266,0.917347262742841
5,85,266,0.125300097879687
5,86,266,0.850964591660939
5,87,266,0.235544162713585
5,88,266,0.888833199371483
5,89,266,0.2718322815985
5,90,266,0.862815478597049
5,91,266,0.756677286712205
5,92,266,0.85271827484924
5,93,266,0.760765017953871
5,94,266,0.844628677833287
5,95,266,0.914868447483155
5,96,266,0.818345457944784
5,97,266,0.760728104794293
5,98,266,0.199423918362502
5,99,266,0.904333978597289
5,100,266,0.885886939475382
5,101,266,0.839603817626329
5,102,266,0.917544046985797
5,103,266,0.855150197029387
5,104,266,0.863558666050598
5,105,266,0.823075545693838
5,106,266,0.80778173618798
6,107,266,0.690008094083808
6,108,266,0.649170427311103
6,109,266,0.815292191007599
6,110,266,0.44062538898698
6,111,266,0.396678730715685
6,112,266,0.615784111241943
6,113,266,0.683873125386558
6,114,266,0.669780001571362
