"Cluster.ID","Ind.ID","BATCH","CPS"
1,1,355,0.9054544417309
1,2,355,0.909757232126301
1,3,355,0.902231043404317
1,4,355,0.885532885378628
1,5,355,0.912192024093543
1,6,355,0.899425177584173
1,7,355,0.872510871977959
1,8,355,0.918607735775423
1,9,355,0.837432416160689
1,10,355,0.907275598793741
1,11,355,0.90208184901822
1,12,355,0.917477330814826
1,13,355,0.870178892627916
1,14,355,0.901609173393291
2,15,355,0.674276168071938
2,16,355,0.841525863450002
2,17,355,0.35560034114638
2,18,355,0.782042948684828
2,19,355,0.825765007537624
2,20,355,0.80498506983788
2,21,355,0.73119307982498
2,22,355,0.748995025160097
2,23,355,0.236474775933295
2,24,355,0.810810244771368
2,25,355,0.778893810074914
2,26,355,0.715038628313497
2,27,355,0.782251958399634
2,28,355,0.18754638757805
2,29,355,0.751793435428781
2,30,355,0.781994850893908
2,31,355,0.819989233226298
2,32,355,0.736466436448555
2,33,355,0.763941531344483
2,34,355,0.230217466955363
2,35,355,0.855229063816907
2,36,355,0.757486601573286
3,37,355,0.703281625275792
3,38,355,0.694245970295345
3,39,355,0.280823955944305
3,40,355,0.719160380795762
3,41,355,0.656296598662447
3,42,355,0.256079529296531
3,43,355,0.667835772602697
3,44,355,0.699098058153163
3,45,355,0.731622677715021
3,46,355,0.322264577338001
3,47,355,0.225268402451346
3,48,355,0.707446931217536
3,49,355,0.262732969647087
3,50,355,0.710091056826645
3,51,355,0.741214262838816
3,52,355,0.314938250486356
3,53,355,0.711971764543172
3,54,355,0.254902645857799
3,55,355,0.706621995360381
3,56,355,0.704778914007021
3,57,355,0.802241119219677
3,58,355,0.725184476783993
4,59,355,0.605639021074492
4,60,355,0.738778135636162
4,61,355,0.292574617895954
4,62,355,0.670470561964266
4,63,355,0.597048161745607
4,64,355,0.253702504341957
4,65,355,0.35512875880861
4,66,355,0.664070611324223
4,67,355,0.69334104414246
4,68,355,0.611112553473258
4,69,355,0.671257898475944
4,70,355,0.343484649394126
4,71,355,0.694729535442412
4,72,355,0.327714343998357
4,73,355,0.621367235512413
4,74,355,0.335356510321165
4,75,355,0.291309969169137
4,76,355,0.299892469066364
4,77,355,0.632553312448886
4,78,355,0.651842540507479
4,79,355,0.335116968365996
4,80,355,0.622598757471476
4,81,355,0.665806357584959
4,82,355,0.661252506093788
5,83,355,0.858317489876035
5,84,355,0.90053019613024
5,85,355,0.124162154000015
5,86,355,0.859433685841985
5,87,355,0.136129401144559
5,88,355,0.864344683724519
5,89,355,0.207874716874868
5,90,355,0.859136515821321
5,91,355,0.798633620414184
5,92,355,0.852837940233846
5,93,355,0.787000909890279
5,94,355,0.846760164696903
5,95,355,0.890071318771952
5,96,355,0.819959004054318
5,97,355,0.76995944960488
5,98,355,0.143967583465454
5,99,355,0.882111615663639
5,100,355,0.860861267875098
5,101,355,0.841115678812155
5,102,355,0.890127481513121
5,103,355,0.851326449461283
5,104,355,0.857467081013951
5,105,355,0.850943867952063
5,106,355,0.805976042092404
6,107,355,0.643619319398432
6,108,355,0.689665552070235
6,109,355,0.87079848542821
6,110,355,0.348684307227976
6,111,355,0.284558309685101
6,112,355,0.675752734045846
6,113,355,0.664912749620644
6,114,355,0.72936662997075
6,115,355,0.667495714726291
6,116,355,0.794501599620003
6,117,355,0.800974131700673
6,118,355,0.749792809306808
6,119,355,0.313944719281522
6,120,355,0.675112190635526
6,121,355,0.783963855337466
6,122,355,0.307075268382129
6,123,355,0.870559887582075
6,124,355,0.300989380250431
6,125,355,0.65099118379081
6,126,355,0.869540475057054
7,127,355,0.643478664775133
7,128,355,0.805662425949531
7,129,355,0.190193726299637
7,130,355,0.772891820618487
7,131,355,0.786875422324738
7,132,355,0.734623478337417
7,133,355,0.270330688767488
7,134,355,0.627348967845618
7,135,355,0.709781311721364
7,136,355,0.752503232619685
7,137,355,0.661795511734639
7,138,355,0.774653648373506
7,139,355,0.760639889570403
7,140,355,0.842573836430476
7,141,355,0.713266153652074
7,142,355,0.796912508110507
7,143,355,0.876967234420073
7,144,355,0.178718658212844
7,145,355,0.283353487520756
7,146,355,0.728242188387711
7,147,355,0.851741406693932
7,148,355,0.815140544431824
8,149,355,0.691017640248575
8,150,355,0.271043823710627
8,151,355,0.610144823744061
8,152,355,0.186470746572516
8,153,355,0.67927523231668
8,154,355,0.324601200260675
8,155,355,0.666804245723806
8,156,355,0.286960419709004
8,157,355,0.713143737833395
8,158,355,0.274692233004915
8,159,355,0.707682562383913
8,160,355,0.670688955871509
8,161,355,0.255235928582145
8,162,355,0.747714714157832
8,163,355,0.705678234409342
8,164,355,0.610670568045943
8,165,355,0.715012691801405
8,166,355,0.746600118499234
8,167,355,0.242445263986938
8,168,355,0.51178826404736
8,169,355,0.263047567494768
8,170,355,0.741765273789132
9,171,355,0.912237909181907
9,172,355,0.837845800148649
9,173,355,0.863732204930929
9,174,355,0.931802568031959
9,175,355,0.0922897494201804
9,176,355,0.893005963935614
9,177,355,0.926176186275089
10,178,355,0.4111530505395
10,179,355,0.406181127352528
10,180,355,0.267969843641814
11,181,355,0.644240678658003
11,182,355,0.181471696592697
11,183,355,0.283003400916482
11,184,355,0.656249728252906
11,185,355,0.700134584623435
11,186,355,0.786404841486814
11,187,355,0.349521063858903
11,188,355,0.279261073755962
11,189,355,0.781807975284727
11,190,355,0.712752809509606
11,191,355,0.779939149285715
11,192,355,0.317970314813012
11,193,355,0.646545486476358
11,194,355,0.581609501911449
11,195,355,0.75868384938901
11,196,355,0.832559862853325
11,197,355,0.341395071091899
11,198,355,0.670885086021334
11,199,355,0.745313728082635
11,200,355,0.804743710768459
11,201,355,0.838375288727707
12,202,355,0.836520881729566
12,203,355,0.767831881067853
12,204,355,0.736877944533182
12,205,355,0.797628841433119
12,206,355,0.791725830556877
12,207,355,0.8143328948217
12,208,355,0.780685976283741
12,209,355,0.769508423902518
12,210,355,0.820488557001987
12,211,355,0.14803836718414
13,212,355,0.856943257472841
13,213,355,0.86477503541943
13,214,355,0.849490098853899
13,215,355,0.806592707785257
13,216,355,0.850813522442076
13,217,355,0.811442223553174
13,218,355,0.87396226706339
13,219,355,0.80315248108446
13,220,355,0.842315665001129
13,221,355,0.847856148844882
13,222,355,0.869287782014043
13,223,355,0.131031394327013
13,224,355,0.809901622168051
13,225,355,0.904585773614695
13,226,355,0.855565267746074
13,227,355,0.805948232209782
13,228,355,0.811593816247562
13,229,355,0.854416519627615
14,230,355,0.176538933413793
14,231,355,0.332900090119791
15,232,355,0.304075681317564
15,233,355,0.81236414200759
15,234,355,0.831329435520524
15,235,355,0.738142409189572
15,236,355,0.704713252427662
15,237,355,0.253365329346924
15,238,355,0.769212859510098
15,239,355,0.787794184596657
15,240,355,0.712634310315994
15,241,355,0.826066083739769
15,242,355,0.70877358479742
15,243,355,0.811461488194741
15,244,355,0.731081023431027
15,245,355,0.767872664430103
15,246,355,0.886135049080764
15,247,355,0.321355374316536
15,248,355,0.173242651885058
15,249,355,0.883317123406824
16,250,355,0.339850554631028
16,251,355,0.815570414806423
16,252,355,0.843573692375854
16,253,355,0.881353011007809
16,254,355,0.691445171762496
16,255,355,0.76383272756818
16,256,355,0.747368598053645
16,257,355,0.212216583447845
16,258,355,0.874271754219902
16,259,355,0.791657765251547
16,260,355,0.839924344851888
16,261,355,0.202165705008007
16,262,355,0.766753753141
16,263,355,0.829901168653979
16,264,355,0.827144235593934
16,265,355,0.802585797719496
16,266,355,0.85501474621415
16,267,355,0.700126322427729
16,268,355,0.764467329029335
16,269,355,0.265466689534532
16,270,355,0.142403059369282
16,271,355,0.775574142066385
17,272,355,0.892386807475277
17,273,355,0.758748547093611
17,274,355,0.851859950276476
17,275,355,0.749801750330333
17,276,355,0.891298148202223
17,277,355,0.721056005291839
17,278,355,0.739941189257455
17,279,355,0.72151394920837
17,280,355,0.25301721290952
17,281,355,0.756984191248422
17,282,355,0.825185805654362
17,283,355,0.809096890523172
17,284,355,0.830608900385516
17,285,355,0.200934872693467
17,286,355,0.725601375879085
17,287,355,0.682783778852888
17,288,355,0.268628178122761
17,289,355,0.69965696974263
17,290,355,0.205922447866641
17,291,355,0.624157928544487
18,292,355,0.873435571118314
18,293,355,0.763003784141847
18,294,355,0.778357997694679
18,295,355,0.184643486907794
18,296,355,0.83917609440034
18,297,355,0.252006426093566
18,298,355,0.758833780246646
18,299,355,0.820023737205847
18,300,355,0.846225706360457
18,301,355,0.909394866198844
18,302,355,0.851673897359333
18,303,355,0.852605178691571
18,304,355,0.81323745389505
18,305,355,0.797912661860683
18,306,355,0.288996109275797
19,307,355,0.889261554933446
19,308,355,0.917107785213257
19,309,355,0.832382015218342
19,310,355,0.832830385447055
19,311,355,0.810079191476323
19,312,355,0.918319005572957
19,313,355,0.904148077981182
19,314,355,0.746447365449089
