"Cluster.ID","Ind.ID","BATCH","CPS"
1,1,352,0.914519461175293
1,2,352,0.902845129311387
1,3,352,0.916707819507873
1,4,352,0.914413291655895
1,5,352,0.912036037391028
1,6,352,0.918560189523422
1,7,352,0.909384280892443
1,8,352,0.922977134633453
1,9,352,0.864723728289286
1,10,352,0.915141163594607
1,11,352,0.890557331221076
1,12,352,0.9257060166876
1,13,352,0.89233858497367
1,14,352,0.921362566650928
2,15,352,0.538175082606701
2,16,352,0.847410820576183
2,17,352,0.335651541435492
2,18,352,0.678145241581051
2,19,352,0.787561087958481
2,20,352,0.785525267038304
2,21,352,0.739396816867252
2,22,352,0.757823565112512
2,23,352,0.273211408584438
2,24,352,0.77127797820373
2,25,352,0.712491881386713
2,26,352,0.706035613680591
2,27,352,0.786459425843162
2,28,352,0.242035444605027
2,29,352,0.701642169942393
2,30,352,0.775004615785675
2,31,352,0.800682610815662
2,32,352,0.736042826362346
2,33,352,0.778643668007716
2,34,352,0.257126175731604
2,35,352,0.817222656413683
2,36,352,0.719202460729493
3,37,352,0.669165135476627
3,38,352,0.718013239489034
3,39,352,0.278971388210086
3,40,352,0.738261097066106
3,41,352,0.677549353890564
3,42,352,0.272024472689807
3,43,352,0.678802111361854
3,44,352,0.723373695693887
3,45,352,0.751691405841611
3,46,352,0.266416769122956
3,47,352,0.227874302147177
3,48,352,0.673483632556345
3,49,352,0.257657496392894
3,50,352,0.744726551689256
3,51,352,0.736177933489574
3,52,352,0.281261054678014
3,53,352,0.666289815453757
3,54,352,0.20675450655002
3,55,352,0.714800246814574
3,56,352,0.702034434430368
3,57,352,0.746156582770674
3,58,352,0.747470013233458
4,59,352,0.503503471753821
4,60,352,0.719182303023778
4,61,352,0.318693120044728
4,62,352,0.622244675411158
4,63,352,0.522603384065588
4,64,352,0.363614548669326
4,65,352,0.429305281212348
4,66,352,0.644461827351686
4,67,352,0.630682866189902
4,68,352,0.529666099996314
4,69,352,0.681757925236092
4,70,352,0.460195157939386
4,71,352,0.543784926350122
4,72,352,0.416896636546946
4,73,352,0.542031710273092
4,74,352,0.391336487947027
4,75,352,0.428022419165727
4,76,352,0.348311113763494
4,77,352,0.621122240645621
4,78,352,0.655259629692301
4,79,352,0.431565515472036
4,80,352,0.554154405288382
4,81,352,0.651203306259919
4,82,352,0.650670607751404
5,83,352,0.856568321044078
5,84,352,0.887985127964884
5,85,352,0.117754050517807
5,86,352,0.877424948627354
5,87,352,0.188896814948662
5,88,352,0.894712801369321
5,89,352,0.260685902129397
5,90,352,0.871823045453949
5,91,352,0.737760761079488
5,92,352,0.855544283894208
5,93,352,0.750756798849383
5,94,352,0.838206167367451
5,95,352,0.926059275021125
5,96,352,0.810754944748646
5,97,352,0.729531340177496
5,98,352,0.180473887600549
5,99,352,0.916238965405912
5,100,352,0.903749850308758
5,101,352,0.847830527696752
5,102,352,0.882766012627832
5,103,352,0.878151441894965
5,104,352,0.864531420436643
5,105,352,0.854982732004084
5,106,352,0.812903981140702
6,107,352,0.633750658020393
6,108,352,0.651062183504323
6,109,352,0.820413083513053
6,110,352,0.358669969493547
6,111,352,0.352648421205374
6,112,352,0.636168712784527
6,113,352,0.640482517354566
6,114,352,0.653399867384123
6,115,352,0.650599792394935
6,116,352,0.762038793558721
6,117,352,0.779364057141149
6,118,352,0.678279812650035
6,119,352,0.301560692001582
6,120,352,0.607558772502699
6,121,352,0.724993417520353
6,122,352,0.330768003465024
6,123,352,0.817915670960977
6,124,352,0.355918576879495
6,125,352,0.637486380387871
6,126,352,0.799185051141067
7,127,352,0.666022350916206
7,128,352,0.791680434224139
7,129,352,0.188284825942105
7,130,352,0.695201749977205
7,131,352,0.744867404728387
7,132,352,0.70416889586202
7,133,352,0.302628114728862
7,134,352,0.631540156749864
7,135,352,0.665912156285657
7,136,352,0.71107067639251
7,137,352,0.665828974378807
7,138,352,0.720702720050236
7,139,352,0.719599565852678
7,140,352,0.82694843714145
7,141,352,0.693062049926375
7,142,352,0.794652809634343
7,143,352,0.86904331113413
7,144,352,0.211611356995241
7,145,352,0.300895191764254
7,146,352,0.715992514490431
7,147,352,0.823326151598635
7,148,352,0.801989040582999
8,149,352,0.695197341221392
8,150,352,0.263823750668506
8,151,352,0.664148184725195
8,152,352,0.194781532651506
8,153,352,0.741462576668712
8,154,352,0.31830442752891
8,155,352,0.691885598546457
8,156,352,0.289817568197385
8,157,352,0.697409903544237
8,158,352,0.272626175549939
8,159,352,0.687306886623543
8,160,352,0.665217164781246
8,161,352,0.273710636310021
8,162,352,0.760292947438849
8,163,352,0.735161159290771
8,164,352,0.660920372128162
8,165,352,0.736942634752563
8,166,352,0.693091362232899
8,167,352,0.248968231999608
8,168,352,0.649748606429925
8,169,352,0.235393802372048
8,170,352,0.748166646727439
9,171,352,0.913109534554851
9,172,352,0.861372489946184
9,173,352,0.879799757224987
9,174,352,0.918412554135749
9,175,352,0.0827581765642491
9,176,352,0.901212203448643
9,177,352,0.911562382676761
10,178,352,0.390097324136997
10,179,352,0.38535538997337
10,180,352,0.362582712822015
11,181,352,0.711954726156441
11,182,352,0.211455544458526
11,183,352,0.248126326108552
11,184,352,0.702779527339766
11,185,352,0.725493620941574
11,186,352,0.751463173172839
11,187,352,0.263454831702069
11,188,352,0.245991335030079
11,189,352,0.745207009710542
11,190,352,0.712304779773991
11,191,352,0.768042642336588
11,192,352,0.262867657280017
11,193,352,0.693423991250535
11,194,352,0.654896304006312
11,195,352,0.753610244245918
11,196,352,0.788126507137796
11,197,352,0.271826922798135
11,198,352,0.707337663388266
11,199,352,0.745189804287674
11,200,352,0.75851980440869
11,201,352,0.789999589456799
12,202,352,0.715840417252932
12,203,352,0.673077199809988
12,204,352,0.628382810531679
12,205,352,0.716761122940089
12,206,352,0.733546021843366
12,207,352,0.704874135858482
12,208,352,0.67619499125411
12,209,352,0.673843879478668
12,210,352,0.74480768642837
12,211,352,0.196106630504274
13,212,352,0.828921293053527
13,213,352,0.841022180948121
13,214,352,0.829780677399114
13,215,352,0.785330852600251
13,216,352,0.812808018331409
13,217,352,0.794124972212902
13,218,352,0.841350728925832
13,219,352,0.75249748635469
13,220,352,0.80658280363983
13,221,352,0.824392170157873
13,222,352,0.887780533400961
13,223,352,0.160283627171737
13,224,352,0.790754915890046
13,225,352,0.866425278878181
13,226,352,0.799165887145069
13,227,352,0.789075374260634
13,228,352,0.773577532584304
13,229,352,0.769157766976327
14,230,352,0.215913922719576
14,231,352,0.512545652055654
15,232,352,0.258547883348044
15,233,352,0.808362365153644
15,234,352,0.791766959304336
15,235,352,0.722964672359704
15,236,352,0.687840646826284
15,237,352,0.28054230271897
15,238,352,0.746385901406541
15,239,352,0.762353891100533
15,240,352,0.702513758556123
15,241,352,0.809277575616629
15,242,352,0.723736002492053
15,243,352,0.790701437049535
15,244,352,0.709646145134961
15,245,352,0.746919329018169
15,246,352,0.797974172885208
15,247,352,0.317574544917906
15,248,352,0.200980680905209
15,249,352,0.841758570177772
16,250,352,0.33239522383873
16,251,352,0.776735603176552
16,252,352,0.849627066392988
16,253,352,0.861770992233744
16,254,352,0.692882315727541
16,255,352,0.80574280743258
16,256,352,0.693775462258768
16,257,352,0.269500798205173
16,258,352,0.86507588449918
16,259,352,0.746902680733275
16,260,352,0.841259200251812
16,261,352,0.23110822200778
16,262,352,0.770208481043804
16,263,352,0.823598126810322
16,264,352,0.826929073934384
16,265,352,0.779712672124991
16,266,352,0.832783465601166
16,267,352,0.742083287401634
16,268,352,0.797568708004544
16,269,352,0.23438996622772
16,270,352,0.158811004468668
16,271,352,0.776701119796796
17,272,352,0.774651294658424
17,273,352,0.671754069702563
17,274,352,0.73221951256566
17,275,352,0.670311180244282
17,276,352,0.783653060131094
17,277,352,0.655606841385564
17,278,352,0.717908643580403
17,279,352,0.660860777657059
17,280,352,0.31033796492282
17,281,352,0.666708514814101
17,282,352,0.730020168070014
17,283,352,0.720208790792471
17,284,352,0.747891285229966
17,285,352,0.331036733493574
17,286,352,0.718336037442715
17,287,352,0.655217390276685
17,288,352,0.32692655099034
17,289,352,0.661765489272115
17,290,352,0.322059492898352
17,291,352,0.650112788817491
18,292,352,0.790145692330395
