"Cluster.ID","Ind.ID","BATCH","IPS"
1,1,224,0.879847662640343
1,2,224,0.863464112555766
1,3,224,0.869852352060595
1,4,224,0.835467389642992
1,5,224,0.880158169816858
1,6,224,0.868211692976131
1,7,224,0.780397368987733
1,8,224,0.884114256734389
1,9,224,0.695361271613196
1,10,224,0.847067898996139
1,11,224,0.819495924316377
1,12,224,0.891750252560486
1,13,224,0.78456679247412
1,14,224,0.872079381569799
2,15,224,0.621247358604159
2,16,224,0.807664895047173
2,17,224,0.450996566421037
2,18,224,0.651390998682547
2,19,224,0.743777800469216
2,20,224,0.695764356283635
2,21,224,0.591072568446615
2,22,224,0.678948046600484
2,23,224,0.376366211068265
2,24,224,0.73001799025658
2,25,224,0.570301672687701
2,26,224,0.616380200399586
2,27,224,0.702754650073667
2,28,224,0.405018714871581
2,29,224,0.624323127103534
2,30,224,0.678860094146435
2,31,224,0.673863861242333
2,32,224,0.622085574910561
2,33,224,0.664959938323071
2,34,224,0.34472650422109
2,35,224,0.751597536403819
2,36,224,0.648144376670112
3,37,224,0.536228104511429
3,38,224,0.626565534535651
3,39,224,0.350236755708846
3,40,224,0.683588729807433
3,41,224,0.622781678937528
3,42,224,0.258964651282269
3,43,224,0.626457815627212
3,44,224,0.717294037993289
3,45,224,0.723714503162472
3,46,224,0.374602576894504
3,47,224,0.234596697943113
3,48,224,0.684975291249841
3,49,224,0.286935523141276
3,50,224,0.653139493044266
3,51,224,0.702383928027935
3,52,224,0.331425301389973
3,53,224,0.616226486617406
3,54,224,0.240692289124751
3,55,224,0.676978621599979
3,56,224,0.737806080230711
3,57,224,0.783952945051758
3,58,224,0.704909779733504
4,59,224,0.579258553278581
4,60,224,0.83544609445131
4,61,224,0.23737092414772
4,62,224,0.760301534154263
4,63,224,0.643787428101721
4,64,224,0.249971361293798
4,65,224,0.320418121832122
4,66,224,0.724053508650948
4,67,224,0.692956737662302
4,68,224,0.676541628329952
4,69,224,0.743246960205224
4,70,224,0.32696879794928
4,71,224,0.689751327211083
4,72,224,0.264983433059974
4,73,224,0.691853378222507
4,74,224,0.347133534371312
4,75,224,0.277531981416718
4,76,224,0.342986105582107
4,77,224,0.664537741315488
4,78,224,0.686176585241079
4,79,224,0.276544548271391
4,80,224,0.609858106934529
4,81,224,0.717974076196792
4,82,224,0.723560206524632
5,83,224,0.850731083952112
5,84,224,0.906774361833635
5,85,224,0.124524623974101
5,86,224,0.876275056316412
5,87,224,0.20106908906234
5,88,224,0.896722534234114
5,89,224,0.235374609926463
5,90,224,0.867080852068779
5,91,224,0.768678010784795
5,92,224,0.868905071749303
5,93,224,0.77516900436786
5,94,224,0.859087087845072
5,95,224,0.917138190894716
5,96,224,0.815492851141713
5,97,224,0.767879191261849
5,98,224,0.201471998633759
5,99,224,0.920275423114943
5,100,224,0.910594122133865
5,101,224,0.848472330707225
5,102,224,0.908689126216539
5,103,224,0.851337576212087
5,104,224,0.864497927970772
5,105,224,0.836197667768874
5,106,224,0.80470340569894
6,107,224,0.662379190869552
6,108,224,0.659559423282992
6,109,224,0.810536020859299
6,110,224,0.346987906787896
6,111,224,0.401550041344974
6,112,224,0.590530492421259
6,113,224,0.633751875358916
6,114,224,0.661254452342131
6,115,224,0.588894755558055
6,116,224,0.799507745937662
6,117,224,0.787171407695614
6,118,224,0.703941153940634
6,119,224,0.33247398215499
6,120,224,0.659478893549217
6,121,224,0.748402401861368
6,122,224,0.39560281491529
6,123,224,0.847463399091152
6,124,224,0.358598265625559
6,125,224,0.550816235351835
6,126,224,0.787160199269157
7,127,224,0.472323725349755
7,128,224,0.716208834396631
7,129,224,0.288000177795568
7,130,224,0.606372453812234
7,131,224,0.667810976295532
7,132,224,0.6264058472304
7,133,224,0.357356506349829
7,134,224,0.666785502443576
7,135,224,0.561458283684102
7,136,224,0.711204065248186
7,137,224,0.573779906400931
7,138,224,0.606945882718078
7,139,224,0.649269111238755
7,140,224,0.801607510341614
7,141,224,0.689607284538558
7,142,224,0.740107628406844
7,143,224,0.842715935158825
7,144,224,0.308797350522796
7,145,224,0.381595879503263
7,146,224,0.657179986978646
7,147,224,0.760593860083533
7,148,224,0.702271121734781
8,149,224,0.696013919150611
8,150,224,0.288173077000686
8,151,224,0.60835964974332
8,152,224,0.193083049969403
8,153,224,0.716835367832464
8,154,224,0.322318479009493
8,155,224,0.669268620387169
8,156,224,0.292020660583151
8,157,224,0.705861313365148
8,158,224,0.33570916971346
8,159,224,0.734294208028359
8,160,224,0.63869505765822
8,161,224,0.331349446232058
8,162,224,0.753250393718335
8,163,224,0.758196296569706
8,164,224,0.670547245027526
8,165,224,0.748793320849767
8,166,224,0.708312373891166
8,167,224,0.226548875374884
8,168,224,0.535080753377352
8,169,224,0.233395794188325
8,170,224,0.762789501477952
9,171,224,0.882606613757715
9,172,224,0.816175182862838
9,173,224,0.834565487109161
9,174,224,0.894111762707014
9,175,224,0.175140891891059
9,176,224,0.868096023295901
9,177,224,0.883388411008869
10,178,224,0.402326701208808
10,179,224,0.391270608049993
10,180,224,0.613722360994255
11,181,224,0.560958377812295
11,182,224,0.215534505851259
11,183,224,0.316885499555068
11,184,224,0.629060746503529
11,185,224,0.672297665806223
11,186,224,0.758010578903544
11,187,224,0.377058523114097
11,188,224,0.323915701198335
11,189,224,0.740679984967246
11,190,224,0.679741876082446
