"Cluster.ID","Ind.ID","BATCH","IPS"
1,1,257,0.875544349039698
1,2,257,0.868717485290506
1,3,257,0.85921587260671
1,4,257,0.805666971712836
1,5,257,0.871166240378192
1,6,257,0.848511129833631
1,7,257,0.755778721046108
1,8,257,0.871556095657734
1,9,257,0.657262068579734
1,10,257,0.850284646429425
1,11,257,0.814070004476355
1,12,257,0.869639463183956
1,13,257,0.74159044658228
1,14,257,0.846939716594166
2,15,257,0.561940187210786
2,16,257,0.78086803811468
2,17,257,0.456516189078039
2,18,257,0.676673959980587
2,19,257,0.758849085042087
2,20,257,0.710117100086169
2,21,257,0.614327154007501
2,22,257,0.630251036226489
2,23,257,0.350868077285512
2,24,257,0.676187112307081
2,25,257,0.638104608508479
2,26,257,0.596756596564893
2,27,257,0.70329034010266
2,28,257,0.354697333128212
2,29,257,0.618421518754653
2,30,257,0.649215126868079
2,31,257,0.728077097541901
2,32,257,0.622547771628056
2,33,257,0.674645963479702
2,34,257,0.360095377259951
2,35,257,0.711605851791936
2,36,257,0.611346617379237
3,37,257,0.616357681948513
3,38,257,0.629414812190815
3,39,257,0.403792795980764
3,40,257,0.623696113917578
3,41,257,0.685938328470092
3,42,257,0.352971742389253
3,43,257,0.636826074502084
3,44,257,0.661508768462884
3,45,257,0.718224339603448
3,46,257,0.322242428003234
3,47,257,0.208073877838229
3,48,257,0.580197138067284
3,49,257,0.263175950389101
3,50,257,0.640151812632925
3,51,257,0.697848690433554
3,52,257,0.327792693494216
3,53,257,0.602385939461404
3,54,257,0.206424055956798
3,55,257,0.697121761841093
3,56,257,0.698001990210124
3,57,257,0.749017661029859
3,58,257,0.719202181663765
4,59,257,0.544814740738527
4,60,257,0.770204681086666
4,61,257,0.27132043732142
4,62,257,0.659859593675501
4,63,257,0.634339193091148
4,64,257,0.294139537039031
4,65,257,0.377043517268432
4,66,257,0.627567276088561
4,67,257,0.690511702633024
4,68,257,0.566277882793019
4,69,257,0.746136212733636
4,70,257,0.396608281356622
4,71,257,0.678237569578185
4,72,257,0.387413412603612
4,73,257,0.684468079145659
4,74,257,0.341097501355616
4,75,257,0.341770754190546
4,76,257,0.418353219748089
4,77,257,0.658339366014468
4,78,257,0.566115812754391
4,79,257,0.346534521283706
4,80,257,0.540172822672988
4,81,257,0.612672922948605
4,82,257,0.609264274708958
5,83,257,0.862589879776906
5,84,257,0.902495436205542
5,85,257,0.122485785603133
5,86,257,0.83273936143082
5,87,257,0.230721203090225
5,88,257,0.877937726097149
5,89,257,0.225674529037886
5,90,257,0.888211258657763
5,91,257,0.787823884635024
5,92,257,0.882610940308231
5,93,257,0.772730911055452
5,94,257,0.868531023764033
5,95,257,0.877813677518969
5,96,257,0.827593400952319
5,97,257,0.780253679020909
5,98,257,0.16528878209836
5,99,257,0.89419130129317
5,100,257,0.912184608405966
5,101,257,0.864951376878647
5,102,257,0.910729194638172
5,103,257,0.833252827061609
5,104,257,0.879617671792176
5,105,257,0.826205412034367
5,106,257,0.78947546884527
6,107,257,0.617670023134124
6,108,257,0.672352931994311
6,109,257,0.830754094151614
6,110,257,0.384327872387009
6,111,257,0.351743765046886
6,112,257,0.636532157719474
6,113,257,0.630020211426623
6,114,257,0.702193732269144
6,115,257,0.642102952589203
6,116,257,0.761754936815479
6,117,257,0.774586719257333
6,118,257,0.701214678541097
6,119,257,0.35355967419043
6,120,257,0.652287884297177
6,121,257,0.708258212047607
6,122,257,0.389286122821864
6,123,257,0.844895338566237
6,124,257,0.356173393933989
6,125,257,0.604547235955749
6,126,257,0.79862991684173
7,127,257,0.589610173200365
7,128,257,0.741080096030124
7,129,257,0.285306765544649
7,130,257,0.683785460320912
7,131,257,0.687386587684252
7,132,257,0.642533754146162
7,133,257,0.335747213676258
7,134,257,0.6059385191062
7,135,257,0.624988700996546
7,136,257,0.711910899293085
7,137,257,0.587348360939014
7,138,257,0.704713992257543
7,139,257,0.684369944768667
7,140,257,0.818521980440233
7,141,257,0.649257883585993
7,142,257,0.72460953180761
7,143,257,0.818245737372649
7,144,257,0.263656666987295
7,145,257,0.372088494443954
7,146,257,0.657194016738186
7,147,257,0.81049643579394
7,148,257,0.722656286799362
8,149,257,0.714793013628422
8,150,257,0.292376552721986
8,151,257,0.644185668330029
8,152,257,0.182572709770017
8,153,257,0.803287829061792
8,154,257,0.32357845371453
8,155,257,0.694283986121996
8,156,257,0.311471821862107
8,157,257,0.736259607434274
