"Est_GLMM","Est_GEE","Est_GLM","Est_ML","Est_CPS_noB","SE_GLMM","SE_GEE","SE_GLM","SE_ML","SE_CPS_noB"
1.51885977470191,1.51616367273884,1.50514252208382,1.33086780003426,1.16970606871581,0.229426880658244,0.229064902703864,0.232421534019923,0.248087773512121,0.225128999206987
1.51885977470191,1.51616367273884,1.50514252208382,1.39347012382936,1.36909767064388,0.229426880658244,0.229064902703864,0.232421534019923,0.233182095385836,0.212137528927311
1.51885977470191,1.51616367273884,1.50514252208382,1.31292596784242,1.35776482935918,0.229426880658244,0.229064902703864,0.232421534019923,0.219903608211203,0.201017080302364
1.51885977470191,1.51616367273884,1.50514252208382,1.29826933628166,1.27549791933745,0.229426880658244,0.229064902703864,0.232421534019923,0.241467502806262,0.210523096751915
1.51885977470191,1.51616367273884,1.50514252208382,1.25013191949203,1.20363088889997,0.229426880658244,0.229064902703864,0.232421534019923,0.219931371750218,0.191657793029954
1.51885977470191,1.51616367273884,1.50514252208382,1.37032596224815,1.3280821516503,0.229426880658244,0.229064902703864,0.232421534019923,0.221751040729797,0.196693885664102
1.51885977470191,1.51616367273884,1.50514252208382,1.34434098643307,1.29042796668421,0.229426880658244,0.229064902703864,0.232421534019923,0.226019737667323,0.204342035062433
1.51885977470191,1.51616367273884,1.50514252208382,1.30648259481449,1.24783292858281,0.229426880658244,0.229064902703864,0.232421534019923,0.220700687062785,0.20907326761721
1.51885977470191,1.51616367273884,1.50514252208382,1.41927389225471,1.3215489224206,0.229426880658244,0.229064902703864,0.232421534019923,0.234944099662906,0.210218943331866
1.51885977470191,1.51616367273884,1.50514252208382,1.44973092712054,1.27788857950966,0.229426880658244,0.229064902703864,0.232421534019923,0.238928824609531,0.194998615327096
1.51885977470191,1.51616367273884,1.50514252208382,1.46847483536679,1.32204948729463,0.229426880658244,0.229064902703864,0.232421534019923,0.236751069196762,0.206473111577233
1.51885977470191,1.51616367273884,1.50514252208382,1.08099675893095,1.12837291154317,0.229426880658244,0.229064902703864,0.232421534019923,0.267708281871477,0.222885843855765
1.51885977470191,1.51616367273884,1.50514252208382,1.37578010191348,1.37319630658994,0.229426880658244,0.229064902703864,0.232421534019923,0.224739591080841,0.20458630402537
1.51885977470191,1.51616367273884,1.50514252208382,1.46680297439056,1.4627191942877,0.229426880658244,0.229064902703864,0.232421534019923,0.242065902365019,0.196383266722021
1.51885977470191,1.51616367273884,1.50514252208382,1.35084353597905,1.37005788991254,0.229426880658244,0.229064902703864,0.232421534019923,0.223737688951093,0.21247960221732
1.51885977470191,1.51616367273884,1.50514252208382,1.30756229884774,1.31828105884897,0.229426880658244,0.229064902703864,0.232421534019923,0.228333241908678,0.203355873952763
1.51885977470191,1.51616367273884,1.50514252208382,1.40263451274214,1.40988617713987,0.229426880658244,0.229064902703864,0.232421534019923,0.2337084457083,0.210210694638284
1.51885977470191,1.51616367273884,1.50514252208382,1.28945629477713,1.31653777364054,0.229426880658244,0.229064902703864,0.232421534019923,0.243142930094667,0.212980368974196
1.51885977470191,1.51616367273884,1.50514252208382,1.33260345690334,1.27838891462105,0.229426880658244,0.229064902703864,0.232421534019923,0.243427658126907,0.217985607255163
1.51885977470191,1.51616367273884,1.50514252208382,1.3324907087011,1.27591517670668,0.229426880658244,0.229064902703864,0.232421534019923,0.217254854606149,0.19290342398217
1.51885977470191,1.51616367273884,1.50514252208382,1.28776529159653,1.33322758240672,0.229426880658244,0.229064902703864,0.232421534019923,0.222069978184712,0.204451327078266
1.51885977470191,1.51616367273884,1.50514252208382,1.23464475451247,1.30570626532692,0.229426880658244,0.229064902703864,0.232421534019923,0.249136175311654,0.227583326162133
1.51885977470191,1.51616367273884,1.50514252208382,1.32294634452126,1.36911723074703,0.229426880658244,0.229064902703864,0.232421534019923,0.225643085037121,0.206987792931438
1.51885977470191,1.51616367273884,1.50514252208382,1.39003667852893,1.37149107883009,0.229426880658244,0.229064902703864,0.232421534019923,0.236162071619274,0.213335699419099
1.51885977470191,1.51616367273884,1.50514252208382,1.39006893050116,1.35446054751814,0.229426880658244,0.229064902703864,0.232421534019923,0.233124530803648,0.203405207554914
1.51885977470191,1.51616367273884,1.50514252208382,1.33345828900839,1.23276610824549,0.229426880658244,0.229064902703864,0.232421534019923,0.224066172692698,0.200549838081072
1.51885977470191,1.51616367273884,1.50514252208382,1.30538786527724,1.24130193477789,0.229426880658244,0.229064902703864,0.232421534019923,0.237355150933682,0.192634573359722
1.51885977470191,1.51616367273884,1.50514252208382,1.31222901543884,1.28976989986998,0.229426880658244,0.229064902703864,0.232421534019923,0.238834685045002,0.202281662014674
1.51885977470191,1.51616367273884,1.50514252208382,1.30108778166047,1.28695352325889,0.229426880658244,0.229064902703864,0.232421534019923,0.224236871016007,0.202057549477262
1.51885977470191,1.51616367273884,1.50514252208382,1.27329643016314,1.35561254649318,0.229426880658244,0.229064902703864,0.232421534019923,0.228735732523797,0.207732910359042
1.51885977470191,1.51616367273884,1.50514252208382,1.30995020740086,1.2456129356646,0.229426880658244,0.229064902703864,0.232421534019923,0.230545948681642,0.213467612592903
1.51885977470191,1.51616367273884,1.50514252208382,1.3309890528214,1.39970962606528,0.229426880658244,0.229064902703864,0.232421534019923,0.240178253503508,0.200405943987918
1.51885977470191,1.51616367273884,1.50514252208382,1.27309494337472,1.23498596434301,0.229426880658244,0.229064902703864,0.232421534019923,0.218606424998659,0.188786141179236
1.51885977470191,1.51616367273884,1.50514252208382,1.36780334775162,1.26783144643047,0.229426880658244,0.229064902703864,0.232421534019923,0.231994020685401,0.195270645898618
1.51885977470191,1.51616367273884,1.50514252208382,1.31488320967957,1.32989463261015,0.229426880658244,0.229064902703864,0.232421534019923,0.220677005441802,0.194211440500028
1.51885977470191,1.51616367273884,1.50514252208382,1.31777624720802,1.32737809988915,0.229426880658244,0.229064902703864,0.232421534019923,0.230955064328121,0.193811275211884
1.51885977470191,1.51616367273884,1.50514252208382,1.3819850140409,1.39860720260689,0.229426880658244,0.229064902703864,0.232421534019923,0.22262632352084,0.201397308574817
1.51885977470191,1.51616367273884,1.50514252208382,1.36070280462684,1.30021965873511,0.229426880658244,0.229064902703864,0.232421534019923,0.219208551661389,0.193125292206253
1.51885977470191,1.51616367273884,1.50514252208382,1.38862167536801,1.41593659589541,0.229426880658244,0.229064902703864,0.232421534019923,0.234495765416974,0.224075215882881
1.51885977470191,1.51616367273884,1.50514252208382,1.35051070925704,1.32477018259493,0.229426880658244,0.229064902703864,0.232421534019923,0.227107175530589,0.196023171070394
1.51885977470191,1.51616367273884,1.50514252208382,1.30769445689579,1.28307632371788,0.229426880658244,0.229064902703864,0.232421534019923,0.232825906705238,0.202442758864379
1.51885977470191,1.51616367273884,1.50514252208382,1.32263150037726,1.24626818893543,0.229426880658244,0.229064902703864,0.232421534019923,0.247090684709937,0.211721431171957
1.51885977470191,1.51616367273884,1.50514252208382,1.27308821160342,1.35054219851976,0.229426880658244,0.229064902703864,0.232421534019923,0.230124207604729,0.201250323157336
1.51885977470191,1.51616367273884,1.50514252208382,1.37688307286796,1.30837628095494,0.229426880658244,0.229064902703864,0.232421534019923,0.22113692360739,0.203788121823712
1.51885977470191,1.51616367273884,1.50514252208382,1.26902200815045,1.36193880779065,0.229426880658244,0.229064902703864,0.232421534019923,0.241008360566596,0.212661793004367
1.51885977470191,1.51616367273884,1.50514252208382,1.39192951332678,1.38742484642256,0.229426880658244,0.229064902703864,0.232421534019923,0.233708899126853,0.21295758498347
1.51885977470191,1.51616367273884,1.50514252208382,1.29456974381443,1.30369175749366,0.229426880658244,0.229064902703864,0.232421534019923,0.238417223850183,0.21020996916482
1.51885977470191,1.51616367273884,1.50514252208382,1.37215650753052,1.36844452397127,0.229426880658244,0.229064902703864,0.232421534019923,0.223211202362421,0.20172508352693
1.51885977470191,1.51616367273884,1.50514252208382,1.25307047717499,1.24190481198359,0.229426880658244,0.229064902703864,0.232421534019923,0.249959579022089,0.225230905731856
1.51885977470191,1.51616367273884,1.50514252208382,1.36344275578524,1.35011635259729,0.229426880658244,0.229064902703864,0.232421534019923,0.234869070954824,0.205348470682328
1.51885977470191,1.51616367273884,1.50514252208382,1.34208236804235,1.36404976252029,0.229426880658244,0.229064902703864,0.232421534019923,0.219327381563292,0.193994996902093
1.51885977470191,1.51616367273884,1.50514252208382,1.33460345652745,1.27471812442957,0.229426880658244,0.229064902703864,0.232421534019923,0.23773339964812,0.208483467680238
1.51885977470191,1.51616367273884,1.50514252208382,1.3839321235817,1.36435325018054,0.229426880658244,0.229064902703864,0.232421534019923,0.233365561455442,0.204011821523591
1.51885977470191,1.51616367273884,1.50514252208382,1.32192982654397,1.26600208792332,0.229426880658244,0.229064902703864,0.232421534019923,0.240547504911509,0.214215108305329
1.51885977470191,1.51616367273884,1.50514252208382,1.32609622812142,1.382221460996,0.229426880658244,0.229064902703864,0.232421534019923,0.240776635852903,0.202711621947875
1.51885977470191,1.51616367273884,1.50514252208382,1.39488537720594,1.41677399680073,0.229426880658244,0.229064902703864,0.232421534019923,0.213050131461639,0.193698121863063
1.51885977470191,1.51616367273884,1.50514252208382,1.27700387840437,1.34586171780792,0.229426880658244,0.229064902703864,0.232421534019923,0.2401672376184,0.21403662006058
1.51885977470191,1.51616367273884,1.50514252208382,1.39462309014394,1.23480702091114,0.229426880658244,0.229064902703864,0.232421534019923,0.238397671729855,0.203438495481711
1.51885977470191,1.51616367273884,1.50514252208382,1.08798812807804,1.27722066934561,0.229426880658244,0.229064902703864,0.232421534019923,0.247777153578616,0.206617177191062
1.51885977470191,1.51616367273884,1.50514252208382,1.3317895083325,1.27922368416573,0.229426880658244,0.229064902703864,0.232421534019923,0.228726436455019,0.196824818045162
1.51885977470191,1.51616367273884,1.50514252208382,1.35409785288132,1.39198672315927,0.229426880658244,0.229064902703864,0.232421534019923,0.2389412357707,0.215340111642987
1.51885977470191,1.51616367273884,1.50514252208382,1.30421993053974,1.36458939096304,0.229426880658244,0.229064902703864,0.232421534019923,0.247992296164116,0.198462364279781
1.51885977470191,1.51616367273884,1.50514252208382,1.31948075301593,1.32246440047955,0.229426880658244,0.229064902703864,0.232421534019923,0.235656006049508,0.201327890966897
