"Est_R_Lasso","Est_R_Boost","Est_U_Lasso","Est_U_Boost","SE_R_Lasso","SE_R_Boost","SE_U_Lasso","SE_U_Boost"
1.4879417642457,1.3015071770366,1.48874488667432,1.2565927054883,0.231443326394719,0.242706421420361,0.231682124662855,0.244808045541294
1.49997693194877,1.25436233132838,1.48078616895359,1.3003864271241,0.231294593977929,0.24219474704066,0.23074835020872,0.238191296141026
1.48618092208923,1.29058761122073,1.47932283271693,1.27419596942578,0.230896163920221,0.245004315591438,0.228914646970035,0.244877174752501
1.47892733316508,1.29316261177582,1.47453927929695,1.18423084397986,0.233095053186106,0.238868623961099,0.23168850639554,0.261995511188941
1.4814201957412,1.27667751494434,1.48110925464567,1.29111852958369,0.230497910810115,0.232145788237698,0.2309127239188,0.238923465026933
1.48501089934127,1.29022692166221,1.48810401663482,1.2521796965443,0.231181760970222,0.242603972435603,0.229402668189114,0.245444966726792
1.48459172173045,1.23150231631458,1.479809704612,1.32863632449838,0.233895261242715,0.254701191614666,0.232093104226094,0.235678104305747
1.48680155542878,1.31280354937217,1.48330729427772,1.35732292165592,0.230021558218741,0.240013451419749,0.231478101119713,0.243037537760478
1.49707870467127,1.29244876251192,1.48641823086043,1.25280662709041,0.229934559015903,0.244890863030118,0.231022265452541,0.243755468373321
1.4756606756543,1.23983929493847,1.47405688161197,1.26506646749985,0.231998212511644,0.267468219044759,0.232702100084487,0.245288951562178
1.48342232054942,1.23301597188753,1.48409577706374,1.29921670926781,0.230749760577184,0.24556756023716,0.229793367752822,0.23038183304252
1.48258859497126,1.20417608533797,1.49933212979681,1.29883003281657,0.231185186359476,0.243071937084046,0.228417706211482,0.23326945417391
1.48941729591597,1.31044123459396,1.48173176302493,1.2740849860559,0.230547390437128,0.224854006310657,0.228411202163467,0.245924359590172
1.47993614625781,1.27340632892124,1.49653558968674,1.24872382451392,0.2315019044091,0.235836478076179,0.228840254886519,0.246358954212036
1.4824549214981,1.25480846341251,1.48209949980247,1.31087453387726,0.230990766752168,0.240109254787705,0.230760189783783,0.264782242855229
1.47481661086102,1.33332816071898,1.48368978552909,1.25325146375381,0.231707998469173,0.228531729430576,0.229834188510549,0.236373464876799
1.48785759562213,1.24742856429751,1.48979747984534,1.35817585482622,0.231662228812361,0.246329708659165,0.229898188250265,0.250648936286202
1.48806698452976,1.3251509653795,1.48065849095897,1.2204880619514,0.22998446479559,0.237606971958972,0.231608690366024,0.244410537020453
1.48773354660035,1.2785639646214,1.47975043385397,1.27628443718694,0.231394449580169,0.244072482439606,0.229892160277921,0.226187454499099
1.49267685896552,1.30359303205532,1.47401761425228,1.24719318853048,0.23175917630588,0.23554262282621,0.229681376980081,0.243327515878501
1.48218781141026,1.29392600847708,1.48609665875358,1.25544971818121,0.233343443322683,0.240555968358912,0.229571260840261,0.238080103206686
1.49274557450562,1.29188315194579,1.48106337379723,1.26179520125877,0.231809287334583,0.237557693301499,0.230416283380541,0.238647196380624
1.46669227388868,1.3166468422882,1.47454981640934,1.20493117614367,0.233525871153159,0.243617594881488,0.231118398388422,0.319502323612399
1.49441881973802,1.25404109552319,1.48170564076565,1.26100908905898,0.230890065232863,0.226279312247276,0.230082393133352,0.245605082181988
1.48937406800671,1.25940790159228,1.48580350998839,1.40161312948772,0.230852773830683,0.249342317158258,0.229498881765888,0.234314108697321
1.49202776347301,1.26808977042076,1.48276339958741,1.28263420496777,0.228653887171258,0.247880275728373,0.231346358322677,0.233305666452045
1.47482032979387,1.23231284985909,1.47940858392994,1.28181589284112,0.230450241045279,0.230552993637431,0.230218910556107,0.237104548980004
1.48392819314536,1.27757180138513,1.46816772045843,1.34090190145436,0.231152406831796,0.2422062794581,0.229846779036204,0.223326887513215
1.49883643245516,1.28585923742533,1.47841488571015,1.3285475954526,0.230100433101225,0.236628590249003,0.229876724590905,0.229224732311724
1.48635573695138,1.31072706781028,1.48655768608198,1.26381920783319,0.232207612554216,0.228780148940364,0.231892750974757,0.251750778548344
1.46696573777454,1.18872403965897,1.48795450195467,1.28987221964792,0.232376497070401,0.245983901981808,0.229817681191211,0.250461600534537
1.48106248171026,1.23665845052165,1.47065099655752,1.28888772701692,0.231050143426464,0.242290431033546,0.233404749721239,0.238670989668664
1.48996917587282,1.30897880185043,1.48974831403709,1.31850143900451,0.229810122763999,0.247432327110481,0.229900237982302,0.246759752349482
1.47673075364445,1.28542904126243,1.48799602857302,1.18726803109331,0.229805991622644,0.248396830660413,0.229036858088321,0.282721123661279
1.47463473977475,1.31942768939022,1.48613802199645,1.25136251892711,0.231731266574175,0.242601192014069,0.230016250506263,0.24051378396231
1.48936547536432,1.26350755722814,1.48960596704498,1.22944518800161,0.23321181706064,0.232121776550991,0.230483606199287,0.255316751338679
1.48899303794423,1.25636630380642,1.48266854501588,1.30927548026334,0.230347486428928,0.238586194711683,0.230709981918078,0.228668566657385
1.489392644304,1.31477315751548,1.48387130928883,1.26670846514584,0.230418160566831,0.234805253445423,0.230621139843016,0.247109829282111
1.49206826302736,1.297805700024,1.49041842082443,1.27938140679303,0.231386325653721,0.230288608528966,0.230210689978217,0.236935373583346
1.48266902774311,1.29205985226085,1.48396623640287,1.33677360990943,0.233144367197314,0.237676295364348,0.229929322321033,0.281036260929941
1.48428324964511,1.28190804056874,1.46951512758198,1.27195822650988,0.232113571063755,0.242613335190325,0.232323514468352,0.243255150968274
1.48980776380004,1.32192996146023,1.48922565812977,1.25509474840076,0.229913424800574,0.234094592829242,0.230291918082441,0.247919300609021
1.49117011896508,1.26700678377348,1.48437254177005,1.26811475352782,0.229812368773514,0.233125324540371,0.230720419537588,0.2480433622077
1.48643993859868,1.25264123456243,1.47270129083201,1.33858965459841,0.229996227336796,0.235909956943308,0.232518266858549,0.275205681635498
1.48798343175033,1.29394704175317,1.48036667215737,1.27059043627202,0.23118586493023,0.235444006404188,0.232021446116853,0.230261166004022
1.49532978924612,1.28940524843272,1.48382927985334,1.3150044612118,0.2302109937535,0.242629676636321,0.230429694351448,0.246464674501358
1.49017704987527,1.24564801058945,1.48112671705531,1.25542329796771,0.229302452767739,0.257397071823037,0.2306975052846,0.233667583656143
1.4833400896256,1.26995665111603,1.48996064896854,1.32776390987111,0.231523000015741,0.234388109785123,0.230178119132129,0.244735525008398
1.48359447893905,1.22818319084257,1.50017011477533,1.27323424135592,0.229348237869962,0.246612141316334,0.229076119830235,0.231326675100141
1.48878995176823,1.28500299903342,1.4858012175843,1.29985033066499,0.229459687448556,0.234313200089968,0.230824776847075,0.241553113050242
1.48802191825147,1.3090356298246,1.48656344523632,1.30087023544119,0.230601838336113,0.236113941412387,0.231414871423089,0.247913412842409
1.4937819998918,1.28379381414074,1.4792301866244,1.34515493286475,0.228747104841177,0.238347743729609,0.230822808269308,0.229009627751473
1.47758744766419,1.35049261104401,1.48245212908142,1.23614772978442,0.230780232615639,0.229293653942326,0.230157776771152,0.24740859240954
1.48475915767151,1.22748194065158,1.48388638475219,1.29930203529662,0.229096053693063,0.269992156481858,0.23005288276737,0.243655757269463
1.49172429669519,1.3196256366002,1.48706356729151,1.26289960517443,0.231673022665753,0.236205292732464,0.229856180986118,0.23822685121345
1.47179106988359,1.2408577264792,1.48082907685079,1.28613752326132,0.232421227102831,0.25299805256769,0.229330811966723,0.233535817466332
1.47917354371552,1.26797141300488,1.48251179044097,1.24358842525933,0.231037018732902,0.241877883364904,0.228777296012077,0.248140938470783
1.48633746531462,1.30484668375413,1.48114893487239,1.30227033074364,0.230866427012976,0.238341626530754,0.229277793341204,0.235766904309212
1.48361949388861,1.25849683133794,1.48799727900123,1.24958005353683,0.232311546147281,0.238967019250828,0.2293623421902,0.233062971207577
1.49502125661687,1.27542134748456,1.4886056289735,1.27122561774091,0.229503670708381,0.248478893342709,0.229783412741888,0.244767902780672
1.47251400594212,1.31753253097449,1.47460674815716,1.4047652392258,0.231789713283408,0.246613073184066,0.231077419107612,0.242460939470041
1.48744430478466,1.21742842861813,1.48636452816215,1.28756287806166,0.23027002272835,0.244370927861829,0.229758817152336,0.239151153555183
1.48405719716679,1.26229336408669,1.48631208844462,1.23622549860519,0.229822625535272,0.239576796200706,0.229689463422463,0.240088552074873
1.48629207107296,1.26030954047285,1.48400093676169,1.26803375200463,0.229291703297546,0.232814475857142,0.230204558081367,0.238312571422989
1.48064396967816,1.29233973860619,1.4864985328077,1.22745815522254,0.23161517699336,0.238548402036202,0.229869357528384,0.252583652697611
1.47311494506624,1.30037290793944,1.47383189537752,1.30589834149453,0.232825838063982,0.235219482361346,0.232740192009207,0.222147397377262
1.49840676364794,1.27287851181497,1.47791643664633,1.33948248743123,0.230535794967579,0.238620899512645,0.231661452672242,0.234756964239237
1.49053442748101,1.24623019779479,1.47779757163858,1.29340196303279,0.230337108953487,0.257177124677456,0.230103707489368,0.241119303116752
1.48748915409658,1.30620917088856,1.48418275716978,1.29138580449698,0.230702745363546,0.231471717134658,0.230856471850958,0.242855620116818
1.49791998406819,1.31723762506388,1.49017837945832,1.35653503129256,0.230015698131546,0.235238497705509,0.229406795139531,0.237438289560256
1.49136854767017,1.34709133767841,1.48429514438845,1.25322712978652,0.23071811234746,0.231523782817482,0.229532395252425,0.261212214118811
1.48422817865768,1.28005184747196,1.49159905947981,1.28432625703345,0.231388468459066,0.237427662669605,0.231552758537719,0.26967981292634
1.49152467649895,1.32302601795685,1.48344253893329,1.26305390079207,0.231766220555992,0.227397858640881,0.229641530406857,0.239073016725428
1.48003522259475,1.33212367602462,1.48338221514573,1.27490025299349,0.231574650490401,0.233645675730635,0.230024664267412,0.233249923853972
1.47503838783972,1.2788936924375,1.48668444326289,1.29262604447946,0.231397312201266,0.242896811446241,0.229831395903236,0.247256894215713
1.48664734504549,1.27498426040056,1.4831835377685,1.27827922867277,0.230586760324466,0.241087833022392,0.230715793247637,0.237746548294045
1.47554931810639,1.23738603891639,1.4826132733905,1.24596143039772,0.231090556352836,0.248060363105615,0.231559902535906,0.2509706239141
1.48481158351108,1.26126480965686,1.49956422622147,1.27698291537674,0.232609282156868,0.249938979267154,0.229395558332065,0.23760116093049
1.48810804190484,1.22800247750861,1.4892685502096,1.35250672771682,0.230735653323223,0.24655597737034,0.229158611238358,0.245501685321287
1.48489576556786,1.27891034350716,1.48115242138719,1.27419036318942,0.231300919920226,0.245369368951399,0.232313444285918,0.235569331808197
1.4774499924748,1.24744997597426,1.49656626673804,1.26507856715735,0.232623898461029,0.239543938074847,0.230485946130915,0.244990937527484
1.48517607258016,1.27810274519768,1.49064909880934,1.25023446361627,0.231029862555468,0.234464213618106,0.229251474996204,0.233911133393174
1.48901834371553,1.22959557160915,1.4772741702023,1.29080321263393,0.230959701088358,0.237128334195429,0.231386008503513,0.233423310723418
1.49014068909705,1.34828848664974,1.48444691584739,1.26312533779932,0.230550543786541,0.232380526679033,0.230519428373752,0.232413050872795
1.47407034484529,1.29457870120763,1.48765397577885,1.2897298305932,0.232259595433495,0.252114457409638,0.23085661766257,0.234673310996702
1.46999691754008,1.2940559675023,1.48296501729981,1.22910302960656,0.233331701055019,0.240752258089783,0.230704157945653,0.244115402416054
1.49080819969831,1.30474757901933,1.4869302018609,1.35033741687477,0.231391413390606,0.240063772459099,0.230094161407994,0.239603828758398
1.48094758457458,1.23043140199976,1.49243807571884,1.22713329079553,0.23301438952265,0.229797960401265,0.231271991593939,0.248454947737085
