"Est_R_Lasso","Est_R_Boost","Est_U_Lasso","Est_U_Boost","SE_R_Lasso","SE_R_Boost","SE_U_Lasso","SE_U_Boost"
1.49763080161661,1.23966864363233,1.493316233924,1.32733432503343,0.231070538983299,0.254390654973122,0.230299988953904,0.241207997420491
1.48449317612247,1.26379679916021,1.48790656411063,1.66051615689165,0.230259955591783,0.227433593223226,0.229291741325599,0.457602519816387
1.48812327201593,1.33561513635705,1.48372139134117,1.23913960813899,0.230951999269753,0.243725095477619,0.22853688495928,0.278408422765497
1.47916172579201,1.30307655245139,1.47297247081209,1.21750341750182,0.231254965392448,0.237797763904234,0.229877683303859,0.259575365010844
1.48236561243686,1.23775642878731,1.48547652900838,1.22957595957501,0.230900805288567,0.237460339338025,0.229388541849424,0.237790327879428
1.49104582335382,1.28486085527809,1.48136706161363,1.26501494751354,0.231254407609678,0.238330944904518,0.229441484889711,0.236225680250948
1.48720023874051,1.3050519775792,1.47548181966327,1.25511171220866,0.230551729688563,0.239154950741941,0.231583008174628,0.241403858192873
1.48954547159476,1.25686302130642,1.4742160520534,1.26123970562313,0.231204379428024,0.241939554052068,0.231867666456103,0.245315933377292
1.4950945273282,1.32433213005911,1.48799603271124,1.29038068827985,0.230940232339222,0.234752884505679,0.229964536014712,0.236017822503064
1.4836933248118,1.25853820171596,1.48476774220009,1.28516151718566,0.232027426209621,0.250430319930402,0.230269609041609,0.232839006984607
1.48902367105301,1.27466364311843,1.48988282879716,1.31765254916447,0.231245338935306,0.23606900932322,0.22985801555637,0.230651860865901
1.48400550194435,1.23497034216481,1.48055545954394,1.26576588573506,0.231957375378724,0.227481824099422,0.23086759520693,0.241170200206069
