"N","sV","Data.Seed","SS.Seed","Eff_Est_IPS","Eff_Est_CPS_G","SE_Est_IPS","SE_Est_CPS_G","Cover_Est_IPS","Cover_Est_CPS_G"
250,0,1,1,3.85889486586637,3.90266201647199,0.0936174764505028,0.065529131812859,1,1
250,0,1,2,3.92662408059363,3.90930358270285,0.0961364140156258,0.0650872696355648,1,1
250,0,1,3,3.8941610988492,3.94176360393492,0.094871529936171,0.0683946324679496,1,1
250,0,1,4,3.91273444017878,3.92711054332302,0.094378826573762,0.0664764283354289,1,1
250,0,1,5,3.88276381792155,3.91083115158286,0.0995136087486425,0.0652400980667583,1,1
250,0,1,6,3.95131305976216,3.96131274571866,0.0999839338468392,0.0653944316246203,1,1
250,0,2,1,4.10625646364716,4.01922977783942,0.125251519359539,0.0661968242108071,1,1
250,0,2,2,4.0080416171203,4.04070582839944,0.111160519003484,0.0650301076492658,1,1
250,0,2,3,4.12747935151335,4.02425428990481,0.119525552877542,0.0681616975693684,1,1
250,0,2,4,3.98275195108785,3.99132151400821,0.0993944294203465,0.0582490942095346,1,1
250,0,2,5,3.99815333304078,4.05394030531013,0.109338120689568,0.0654039927251078,1,1
250,0,2,6,3.95159848462824,4.04199262732456,0.104545891279394,0.0614575632124959,1,1
250,0,3,1,4.07907550857809,4.03040826139323,0.0955597945782801,0.0598775399417907,1,1
250,0,3,2,4.11905765890447,4.04392098900168,0.0965736197394559,0.0617375796731369,1,1
250,0,3,3,4.09079257005663,4.05182556969362,0.0968833177866896,0.0641196201323009,1,1
250,0,3,4,4.17213455824439,4.01224338968776,0.0959878344048208,0.0579562425088821,1,1
250,0,3,5,4.20887546914821,4.04792160034917,0.104736797989012,0.0583901818720079,0,1
250,0,3,6,4.15852128813574,4.05384871736743,0.0982506629997367,0.0597519942473709,1,1
250,0,4,1,3.81619138843807,3.90072009729563,0.0976446069735993,0.0645336927907809,1,1
250,0,4,2,3.87966878447645,3.89245974988826,0.0968705504218045,0.0629831517870214,1,1
250,0,4,3,3.92922766288514,3.91383891610211,0.100281535254702,0.0616047376388629,1,1
250,0,4,4,3.88115378849075,3.89032822023706,0.103286414776605,0.0609223488119287,1,1
250,0,4,5,3.84262491971923,3.86498306185624,0.0990701529829028,0.0645549787099794,1,0
250,0,4,6,3.85234671556865,3.89822458828379,0.100231505249384,0.0605495500715301,1,1
250,0,5,1,3.91702931001288,3.91660712545491,0.110110428909581,0.0653846064209867,1,1
250,0,5,2,3.97142908367824,3.90912315478765,0.109729316930665,0.05990461614773,1,1
250,0,5,3,3.89949240670429,3.87107210918393,0.112497630339637,0.0641863664950879,1,0
250,0,5,4,3.91130582933101,3.94219151900857,0.111057356814278,0.062322848262245,1,1
250,0,5,5,3.85147914836759,3.8581873643256,0.101109246713301,0.0620112588356176,1,0
