"N","sV","Data.Seed","SS.Seed","Eff_Est_IPS","Eff_Est_CPS_G","SE_Est_IPS","SE_Est_CPS_G","Cover_Est_IPS","Cover_Est_CPS_G"
500,0,1,1,3.97288596120631,4.03705906496253,0.0716690738704539,0.065027684325395,1,1
500,0,1,2,4.0288734758363,4.04407650102914,0.0668715005825742,0.0652925390706127,1,1
500,0,1,3,3.99892965894719,4.02275833483839,0.0644079117015429,0.0612243147752267,1,1
500,0,1,4,3.9948510058161,4.02304616623575,0.0661004117758092,0.0643078830629872,1,1
500,0,1,5,3.99324034262616,4.02161659684837,0.0668612120466812,0.0643975632161127,1,1
500,0,1,6,4.03587107709682,4.04364348832564,0.0699089591468549,0.0671395791089113,1,1
500,0,2,1,4.09205986601882,4.11298401685763,0.0620765289485536,0.0614029005809953,1,1
500,0,2,2,4.13339076425262,4.14093331367293,0.0766066602936698,0.0677647284873286,1,0
500,0,2,3,4.08481330501115,4.09160388026764,0.0642799108778391,0.0604101108774834,1,1
500,0,2,4,4.11271554477828,4.11315209252748,0.0639218966272839,0.060552622443775,1,1
500,0,2,5,4.10475331793251,4.1190321033153,0.0639865688767215,0.062525542106657,1,1
500,0,2,6,4.08486545378981,4.09585697757204,0.0660536856555893,0.0631583332249149,1,1
500,0,3,1,4.06006313048819,4.0513561947142,0.0692923048777622,0.0654812560029311,1,1
500,0,3,2,4.06726326031557,4.01870049527582,0.0755758309551375,0.0666564869379085,1,1
500,0,3,3,4.0602586892324,4.04203449958222,0.07027149500239,0.0596014492879907,1,1
500,0,3,4,4.08220143424566,4.05924808398843,0.0684081718203311,0.0660415150407704,1,1
500,0,3,5,4.08937292178827,4.10603709194299,0.0696220491610083,0.0695281355510002,1,1
500,0,3,6,4.07580537818768,4.05509870417636,0.0747081900934424,0.0676621204565859,1,1
500,0,4,1,4.03937585157532,4.02051871895992,0.0664464108074665,0.0609852545409949,1,1
500,0,4,2,4.03825141766502,4.0033088916591,0.0655919855882858,0.0606735193972564,1,1
500,0,4,3,4.06513718339785,4.01838125806057,0.0654736030644641,0.0597525489840499,1,1
500,0,4,4,4.0147431199731,4.00118104534374,0.0669862553454327,0.0607853986529539,1,1
500,0,4,5,4.04635073192174,4.00476281474153,0.0653473103695644,0.0601545182595143,1,1
500,0,4,6,4.10147330397905,4.05344553707257,0.067966794781016,0.0628320948306393,1,1
500,0,5,1,4.03304297509919,4.02381817091112,0.070413581654964,0.0652238229657794,1,1
500,0,5,2,4.09737252354463,4.04161369350802,0.0740580159598528,0.0643154277619352,1,1
500,0,5,3,4.09178482971391,4.05303537154776,0.0754096183569754,0.0680685245042397,1,1
500,0,5,4,4.07854757118795,4.0402216681961,0.0723393823817352,0.0663912409486327,1,1
500,0,5,5,4.16271474849914,4.05144426706604,0.0859413582669313,0.0662879157647431,1,1
500,0,5,6,4.06138473605156,4.05615781474655,0.0718115527218356,0.0661292825778912,1,1
500,0,6,1,4.04320954567246,4.0394926815848,0.0676311574192447,0.0634180624162244,1,1
500,0,6,2,4.05284149167393,4.07030206147084,0.0686389419814046,0.0665387104634062,1,1
500,0,6,3,4.06420433831318,4.05399641264047,0.0697201891852603,0.0638537436254416,1,1
500,0,6,4,4.07389593022611,4.05973242463668,0.0673381952827185,0.0619051820667773,1,1
500,0,6,5,4.04796853073994,4.05826822749589,0.0668240218632849,0.062605900084264,1,1
500,0,6,6,4.04578652360972,4.04180097270605,0.0708944437411663,0.0637764501249878,1,1
500,0,7,1,3.94757910708344,3.96130061972882,0.0655452794101804,0.0617029349255472,1,1
500,0,7,2,3.9933720551429,3.98752427545989,0.0639625562591607,0.062161122063442,1,1
500,0,7,3,3.98480101155935,3.97065387853601,0.0662268425627279,0.062477872153347,1,1
500,0,7,4,3.98422798687222,3.99488640109527,0.0660011372372472,0.0615900125937042,1,1
500,0,7,5,3.95346173035365,3.95443587052286,0.0643463961459546,0.0614831547129088,1,1
500,0,7,6,3.96699728630658,3.95153006368597,0.0667937261362011,0.060018973333217,1,1
500,0,8,1,4.00704616569136,4.00875181655545,0.0719488143294998,0.0666116890574219,1,1
500,0,8,2,4.05354153229961,3.9875433613149,0.0698541120775764,0.0637299413274323,1,1
500,0,8,3,4.04689969778986,3.9885733648043,0.0698135200321693,0.0643462394496539,1,1
500,0,8,4,4.0547514774204,3.991330579918,0.0704583564048539,0.0635901100633625,1,1
500,0,8,5,4.07786645653663,4.01436439084013,0.0722982859648063,0.065286333006756,1,1
500,0,8,6,4.05920102363361,4.01596169059625,0.0679487875317747,0.065168079094567,1,1
500,0,9,1,4.15559534887838,4.16689030047848,0.0626414322908013,0.0625507969945301,0,0
500,0,9,2,4.22492374701699,4.21902264885222,0.0702478553878572,0.0694563244432228,0,0
500,0,9,3,4.16566309230644,4.13232063855405,0.0643879774393684,0.0616637036823213,0,0
500,0,9,4,4.18096009039067,4.16053333998228,0.0690664963567463,0.0663590601737834,0,0
500,0,9,5,4.15411619294242,4.14682207056379,0.0670209213365892,0.0636949593753053,0,0
500,0,9,6,4.14319254461755,4.14571190345774,0.0640668287505493,0.062242684385144,0,0
500,0,10,1,3.99412495747618,4.01523337036627,0.0698110433608121,0.0656319572498307,1,1
500,0,10,2,3.949289347193,3.97777883697841,0.0662825186912031,0.0628992284784498,1,1
500,0,10,3,3.93406171956436,3.99031374550338,0.0660338649895596,0.0647022557853929,1,1
500,0,10,4,3.94115513572359,3.99034875391092,0.0689830476766252,0.0633163867497408,1,1
500,0,10,5,3.97160970301705,3.98362896062499,0.0651533625745452,0.0628151195022712,1,1
500,0,10,6,3.93436387677333,3.96582163987921,0.0656452482301117,0.0632990749771721,1,1
500,0,11,1,4.02957901593125,4.01729410117622,0.0709786296700177,0.0662339856518852,1,1
500,0,11,2,3.99311305912812,4.01112240948104,0.0710129368756528,0.0690624970209715,1,1
500,0,11,3,3.98964376391051,3.99712168797209,0.070434103164605,0.067223184719931,1,1
500,0,11,4,4.02864971188211,4.03484217251111,0.0681106317559349,0.0654699704292045,1,1
