"N","sV","Data.Seed","SS.Seed","Eff_Est_IPS","Eff_Est_CPS_G","SE_Est_IPS","SE_Est_CPS_G","Cover_Est_IPS","Cover_Est_CPS_G"
25,1.5,1,1,8.92625748105111,4.05755105027486,3.25827060239578,0.0577108246349339,1,1
25,1.5,1,2,2.44078356330437,4.02024714473116,1.7006635844884,0.0631207664155221,1,1
25,1.5,1,3,4.93516590254183,3.88193204729912,0.597193559821249,0.0726544563604534,1,1
25,1.5,1,4,4.04172002493343,3.96815593043253,0.999855063712616,0.0662861782807097,1,1
25,1.5,1,5,-567.40364646436,3.99526062492077,556.816190614089,0.0638698325277464,1,1
25,1.5,1,6,5.41110586220497,3.93175317220805,0.995709076534738,0.0594933488370442,1,1
25,1.5,2,1,3.89784019435382,4.00158577751051,0.643127402365566,0.0532225370529451,1,1
25,1.5,2,2,4.02407226826281,4.05692344643754,0.362003204271188,0.0630753258041382,1,1
25,1.5,2,3,4.43042054175836,3.98242095726339,1.23508734078269,0.0747284715621316,1,1
25,1.5,2,4,4.52370323955853,4.00366535830407,0.472193287464768,0.0618376613761884,1,1
25,1.5,2,5,5.08078349981065,4.03437967992063,0.673443386552703,0.0482828792719539,1,1
25,1.5,2,6,4.22301647601717,3.99403512237577,0.269901389411079,0.047726781118779,1,1
25,1.5,3,1,3.10984266618735,4.00117230716371,0.485197575128611,0.0684438334541425,1,1
25,1.5,3,2,3.11609662786466,3.9951000971694,0.485961044778248,0.0716814595769405,1,1
25,1.5,3,3,6.63065633151484,3.95767974723368,2.47369189463173,0.0650829327874156,1,1
25,1.5,3,4,3.10497470720016,4.02522056281029,0.981866667026435,0.0753394144824243,1,1
25,1.5,3,5,5.95205673582154,3.95094211555598,1.33727577560652,0.0732458952962074,1,1
25,1.5,3,6,2.31670102372166,4.06659790590515,0.850436400640295,0.0599965395029104,0,1
25,1.5,4,1,3.63686737541211,3.8227802439323,1.31571810869352,0.0662947527250883,1,0
25,1.5,4,2,4.57603973933244,3.90244149579235,0.521358051583769,0.0657210596827771,1,1
25,1.5,4,3,1.65199330419886,3.87848259382454,1.27212629558183,0.0711029255825916,1,1
25,1.5,4,4,5.09423253172555,3.86721057033555,0.656828172606994,0.0583295788967749,1,0
25,1.5,4,5,4.6491507652187,3.84597849665182,0.52766140858923,0.0685176964375906,1,0
25,1.5,4,6,5.5657014118344,3.86575491047828,1.74242878783878,0.0659492246917769,1,0
25,1.5,5,1,3.79021202435981,4.08083123660667,0.269024483365854,0.0528347753907363,1,1
25,1.5,5,2,3.62221964342005,4.0506139852122,0.226270939326123,0.0549004622023076,1,1
25,1.5,5,3,2.44541000570774,4.07365836231472,0.65230015579575,0.0522869357574165,0,1
25,1.5,5,4,3.42777130020711,4.0679972190345,0.416345856918262,0.054859740104231,1,1
25,1.5,5,5,4.12387341144479,4.08375063744206,0.165390686439846,0.0543426357266123,1,1
25,1.5,5,6,3.75477634504836,4.0677491578521,0.591886372246204,0.0559512652128583,1,1
25,1.5,6,1,3.88295291189897,4.00566709822815,0.30426540732363,0.046155430477487,1,1
25,1.5,6,2,4.4971532393802,4.00896509380953,0.826306050581232,0.0547825178150079,1,1
25,1.5,6,3,4.91821084123292,4.00826601829747,0.573903076421837,0.0406158089482687,1,1
25,1.5,6,4,4.58010848642625,3.97971339269409,0.47162857334091,0.0547661672528424,1,1
25,1.5,6,5,4.34541464848238,3.98250998310756,0.442863403891576,0.0456188666591168,1,1
25,1.5,6,6,5.80594292361561,4.00924764514038,1.32034895939499,0.0446934274522484,1,1
25,1.5,7,1,3.31265409821398,4.00063734461479,0.440355213349864,0.0744621240745285,1,1
25,1.5,7,2,3.63773628350906,4.04281571206074,0.362610825644955,0.0793892848495866,1,1
25,1.5,7,3,4.94120688784977,4.05044862970964,0.749226718481734,0.0857481908073434,1,1
25,1.5,7,4,3.97441957641196,4.05101457879549,0.203732360691266,0.0783821672893988,1,1
25,1.5,7,5,4.96255227963894,4.01924585461333,1.01771866322203,0.078694767305637,1,1
25,1.5,7,6,2.77084050999477,4.01490653702267,1.17718059055697,0.0775718006160882,1,1
25,1.5,8,1,4.59204493880944,3.96916032446528,0.522458108146651,0.0715794437183341,1,1
25,1.5,8,2,3.7865118761208,3.95019718736797,1.01377356479898,0.0584386080335252,1,1
25,1.5,8,3,4.11186620915689,3.95685758777248,0.487170498274219,0.0611484755426984,1,1
25,1.5,8,4,5.84701858155536,3.98879336793149,1.19951369188201,0.0566684930941569,1,1
25,1.5,8,5,3.74837759261404,3.95051880811538,1.02001547566534,0.0609650225834114,1,1
25,1.5,8,6,7.05148285095581,3.96542342057641,1.88700105811995,0.0632370342835138,1,1
25,1.5,9,1,6.90379239285746,3.95875577413611,1.50490556696174,0.0661097229231732,1,1
25,1.5,9,2,3.43825016513199,3.98042202351631,0.440778143315442,0.0650093703680629,1,1
25,1.5,9,3,4.48821191469645,3.97203518778247,3.62589590019572,0.0758327054239178,1,1
25,1.5,9,4,5.52609837377465,4.00251440752635,1.01024893795242,0.0668725373231692,1,1
25,1.5,9,5,3.21243204696189,3.98293405124833,0.7291114061115,0.065461424465306,1,1
25,1.5,9,6,5.00861725974399,3.98697426381041,1.70750266872828,0.0613326309706482,1,1
25,1.5,10,1,4.38807514283674,4.11754960472765,0.818338753436973,0.0592254081273193,1,0
25,1.5,10,2,-22.0547436765702,4.08575828595939,10.6304698458195,0.0753782868683831,0,1
25,1.5,10,3,3.38080621081703,4.06584736478449,1.46161856814396,0.0658268605891751,1,1
25,1.5,10,4,4.10701508208144,4.07079499519391,0.918877581934668,0.0594560863410707,1,1
25,1.5,10,5,6.19015826065097,4.09684484718203,2.0035330344789,0.0643255945749506,1,1
25,1.5,10,6,2.4015529206198,4.09738287115683,2.77992368289479,0.0638761304719344,1,1
25,1.5,11,1,5.21732294857455,4.1924267767314,0.700569063622812,0.0563147670476701,1,0
25,1.5,11,2,2.79602843034611,4.19649232117758,1.23643388211836,0.0497899662385311,1,0
25,1.5,11,3,3.24046057349896,4.20771190770075,0.773996246646316,0.0448248773233452,1,0
25,1.5,11,4,5.86514484814634,4.17034913981218,0.643649358364333,0.0521291371724799,0,0
25,1.5,11,5,4.25428347961081,4.22132766234133,0.149206966820423,0.0471352092074194,1,0
25,1.5,11,6,4.27445253701013,4.23943418416658,0.329829017065119,0.0533441343427109,1,0
25,1.5,12,1,2.34989738429219,4.09477514434231,3.45567020497056,0.0546343678637863,1,1
25,1.5,12,2,3.77545338509357,4.05496845227866,1.45335002049876,0.0664359507696718,1,1
25,1.5,12,3,4.26976555463032,4.1335459555198,0.231845019415127,0.064189358350534,1,0
